source,prediction,reference,bleu
"wie es sich herausstellt, bin ich seit vier jahren und acht monaten vorsitzender der russischen präsidialverwaltung.","as it is, i have been","well, it turns out that ive been presidential chief of staff for four years and eight months.",0.0078
ivanov nahm den posten im dezember 2011 an.,it was the case in december 2011.,mr ivanov took up the post in december 2011.,0.132
zuvor war er stellvertretender ministerpräsident und verteidigungsminister.,he was deputy prime minister and defen,he served previously as a deputy prime minister and defence minister.,0.2455
er ist mitglied des russischen sicherheitsrates und wie putin ehemaliges mitglied des staatssicherheitsdienstes kgb.,it is a member of the russian security,"he is a member of the russian security council and a former member of the kgb state security service, like mr putin.",0.1461
"in den späten 1990er jahren, als putin vorsitzender des bundessicherheitsdienstes (fsb) war, der den kgb ersetzte, wurde ivanov zu seinem stellvertreter ernannt.","in the late 1990s, as pres","in the late 1990s, when mr putin was head of the federal security service (fsb), which replaced the kgb, mr ivanov was appointed as his deputy.",0.0192
"als putin an die macht gelangte nannte er ivanov als einen von fünf leuten, denen er am meisten vertraute.",when he was presented,"when mr putin came to power, he named mr ivanov as one of the five people he trusted most.",0.0022
"einst wurde angenommen, dass ivanov nach putins zweiter amtszeit präsident von russland werden könnte, da eine dritte amtszeit putins gegen die verfassung verstoßen hätte.","a service was accepted that, after putins","it was once thought that mr ivanov might become president of russia after mr putins second term, as a third term for mr putin would have been unconstitutional.",0.0023
"aber dieser posten wurde von einem weiteren, nahestehenden verbündeten putins eingenommen, dmitry medvedev.",but this heading was taken by another,"but that post was taken by another close putin ally, dmitry medvedev.",0.2128
"putin wurde ministerpräsident, bevor er dreieinhalb jahre später wieder zum präsidenten wurde.",putin was the prime minister before he,"mr putin became prime minister, before returning to the presidency just three-and-a-half years later.",0.0172
"criminal minds star thomas gibson gefeuert, nachdem er produzenten schlug",aval thomasson has been cut,criminal minds star thomas gibson sacked after hitting producer,0
gibson war letzten monat an einer körperliche auseinandersetzung am set der serie in los angeles beteiligt.,gibson last month was involved in,gibson was involved in a physical altercation on the set of the show in los angeles last month.,0.0311
"abc studios und cbs television studios, die die serie produzieren, verkündeten in einer gemeinsamen stellungnahme seine kündigung.","abc, cbs television, which","abc studios and cbs television studios, which produce the series, announced his dismissal in a joint statement.",0.0037
"gibson, der den special agent aaron hotchner spielte, entschuldigte sich am donnerstag vor der bekanntmachung seiner kündigung öffentlich.","gibson, which played the special","gibson, who played special agent aaron hotchner, issued an apology on thursday before his termination was announced.",0.0064
am set kam es zu künstlerischen differenzen und einer meinungsverschiedenheit.,the term was a distinction betwee,there were creative differences on the set and a disagreement.,0.0249
"ich bereue den vorfall, sagte er in einer mitteilung.",i have the incident that he,"i regret that it occurred, he said in a statement.",0.0276
"einzelheiten dazu, wie der charakter gibsons aus der serie, die einem team von fbi agenten folgt, herausgeschrieben wird, werden laut der stellungnahme der abc studios und cbs television studios voraussichtlich zu einem späteren zeitpunkt veröffentlicht.",the fact that the nature of the group,"details on how gibsons character will be written out of the show, which follows a team of fbi agents, is expected to come at a later date, according to the abc studios and cbs television studios statement.",0.0017
"der 54-jährige, der zuvor in der sitcom dharma & greg spielte, war seit der ersten staffel der serie im jahr 2005 mit dabei.","the 54-year-old, which","the 54-year-old, who previously starred on the sitcom dharma & greg, had been on the show since its first season in 2005.",0.0004
"ich liebe criminal minds und habe die letzten zwölf jahre mein ganzes herzblut hineingesteckt, sagte gibson in einer am freitag veröffentlichten mitteilung.",i have been a friend,"i love criminal minds and have put my heart and soul into it for the last twelve years, gibson said in a statement released on friday.",0.0011
"ich hatte gehofft bis zum ende dabei zu sein, aber das wird jetzt nicht mehr möglich sein.",i had hoped to be up to the,"i had hoped to see it through to the end, but that wont be possible now.",0.1572
"ich würde mich einfach gerne bei den autoren, produzenten, schauspielern, unserer wundervollen crew und vor allem den besten fans, die man sich für eine serie nur wünschen kann, bedanken.",i would simply like to thank the authors,"i would just like to say thank you to the writers, producers, actors, our amazing crew, and, most importantly, the best fans that a show could ever hope to have.",0.0059
die geplante ausstrahlung der zwölften staffel ist auf den 28. september angesetzt.,the planned financial allocation of the ame,the show is slated to return for its twelfth season on 28 september.,0.014
"rätsel um fische, die in garten in banff landeten",the fish that are in the uk in,mystery as fish land in banff garden,0.033
"ein einwohner von banff forderte bei der identifizierung der fische hilfe an, der in seinem garten in banff auftauchte.",a inhabitants of bananas called for the ide,a banff man has appealed for help in identifying fish that have appeared in his garden in banff.,0.0095
"kevin bain denkt, dass es sich bei den 75 fischen um sandaale handeln könnte, die von einem springbrunnen ausgespien wurden.","kenvin, the view that 75",kevin bain thinks the 75 fish could be sand eels deposited by a waterspout.,0.0106
"herr bain, der ca. 500 meter vom meer lebt, veröffentlichte auf periscope ein video des spektakels in der hoffnung, dass jemand etwas licht auf das erscheinen der zwei zoll langen fische werfen könnte.","mr president, mr preside","mr bain, who lives about 500m from the sea, posted footage of the spectacle on periscope in the hope someone could shed light on the appearance of the two-inch fish.",0.0001
queensferry crossing: brücke nun mit fife verbunden,it is now a bridge: bridge is,queensferry crossing: bridge now connected to fife,0.0393
"das £ 1,35 mrd. teure projekt soll bis mai 2017 fertiggestellt werden",the 1.35 billion is to be,the £1.35bn project is now due to be complete by may 2017,0.0378
"ingenieure haben das norddeck des queensferry crossings mit dem viadukt verbunden - was bedeutet, dass die brücke jetzt mit fife verbunden ist.",the north of the queensry,engineers have joined the queensferry crossings north deck and viaduct - meaning the bridge is now connected to fife.,0.0043
"es ist das erste von vier verschließungen der deckgebläse, die sich der fertigstellung um jeden der drei türme der brücke nähern.",it is the first of four subse,"it is the first of four closures between the deck fans, which are now nearing completion around each of the bridges three towers.",0.0823
der brückenabschnitt von fife ist jetzt 600 meter lang und wiegt 30.000 tonnen.,the bridge of f is now 600 metres,"the bridge section from fife is now 600 metres long and weighs 30,000 tonnes.",0.1942
er verfügt über 10.000 tonnen stahl und 20.000 tonnen beton sowie 46 schrägseile.,he has 10 000 tonnes of steel and,"it has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay-cables.",0.1727
"das £ 1,35 mrd. teure projekt soll bis mai 2017 fertiggestellt werden.",the 1.35 billion is to be,the £1.35bn project is now due to be complete by may 2017.,0.0378
"wirtschaftsminister keith brown stattete der baustelle heute einen besuch ab und war einer der ersten, die vom land auf die brücke gingen.",the economic minister of the south-east,economy secretary keith brown visited the site today and was among the first to walk from the land on to the bridge.,0.0034
er sagte: das ist ein historischer und symbolischer moment beim bau des queensferry crossings.,he said that this is a historic and,he said: this is a historic and symbolic moment in the building of the queensferry crossing.,0.1991
"wir sind alle zeugen einer ingenieurskunst von einem wahrlich epischen maße bei diesem projekt mit über 30.000 tonnen beton und stahl, die alleine für diesen teil der brücke verwendet wurden.",we all see a european parliame,"were all witnessing engineering on a truly epic scale on this project, with over 30,000 tonnes of concrete and steel used just to build this part of the bridge.",0.0011
"trotz der massiven größe und gewichts des brücke, ist die fertigstellung des verschlusses zwischen dem viadukt und dem brückendeck eine heikle tätigkeit, die extrem präzise toleranzen für die passung erfordern.",despite the massive size and weight,despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up.,0.0216
"insgesamt sind fast 79 % der gesamten brückendecks an ihrem platz und der letzte abschnitt des decks bekommt heute in rosyth einen betonguss für das deck, was bedeutet, dass das gesamte deck bereit ist, auf der brücke an seinen platz gehoben zu werden.","overall, almost 79% of the","overall, nearly 79% of the total bridge deck is now in place, the final section of deck is having its concrete deck cast in rosyth today, meaning all the deck is ready to be lifted into place on the bridge.",0.0003
"michael martin, projektleiter von forth crossing bridge constructors sagte: der erste verschluss stellt bei jedem brückenprojekt einen erheblichen meilenstein dar.",i am am amendment,"michael martin, forth crossing bridge constructors project director said: the first closure on any bridge project is always a significant milestone.",0
bei diesem fantastischen projekt stellt der verschluss zukunftsweisenden hoch- und tiefbau dar.,this fantastic project is the very good future,"on this fantastic project, this closure represents leading edge civil engineering.",0.0404
"nach der installation des letzten straßendeckabschnitts und dessen verbindung mit dem im ausbau befindlichen nordturmdeck, mussten wir sodann die noch bestehende lücke auf der nord- oder landseite schließen.","after the installation of the last road,","after installing the last road deck section and connecting it to the expanding north tower road deck, we then had to close the remaining gap on the north - or landward - side.",0.002
dies wurde durch ziehen der nördlichen zubringerbrücke 700 millimeter südlich erreicht.,this was achieved by the northern provider at,this was done by pulling the northern approach viaduct 700 millimetres southwards.,0.0533
dies war eine massive und gleichzeitig sehr heikle tätigkeit.,this was a massive and very sens,"this was a massive and, at the same time, very delicate operation.",0.2128
"massiv, da das viadukt 222 meter lang ist, ca. 6.000 tonnen wiegt und bei einer steigung von ca. 3 % nach oben gezogen werden musste.","it is a few 6000 tonnes,","massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",0.0029
"heikel, da die toleranzen, auf die das team hinarbeitet, winzig waren - auf jeder seite betrugen sie nur einige millimeter.","the sensitive, since the tolerant",delicate because the tolerances the team were working to were tiny - just a few millimetres either way.,0.0047
glücklicherweise verlief alles sehr gut.,"fortunately, everything was very good.","happily, it all went very well.",0.044
rettung in der moelfre bay: drei männer haben glück noch am leben zu sein,in the moteen bay: three,moelfre bay rescue: three men are lucky to be alive,0.0198
"drei männer haben glück noch am leben zu sein, nachdem sie von ihrem fischerboot vor anglesey geworfen wurden.",three men have been able to,three men are lucky to be alive after they were thrown from their fishing boat off anglesey.,0.0153
"die moelfre rnli rettungsstation schlug am freitag um 13:20 bst alarm, nachdem eine crew das ereignis in moelfre bay beobachtete.",the more rnli rescue stations,moelfre rnli lifeboat station raised the alarm at 13:20 bst on friday after a crew saw the incident unfold in moelfre bay.,0.0021
"die drei männer hatten schwierigkeiten sich in sicherheit zu schwimmen, während sich ihr boot aus eigener kraft weiterbewegte.",the three men had difficulty in security,the three men struggled to swim to safety while their boat continued under its own power.,0.0452
"wir sahen, wie sich das boot in ihrer nähe um sich drehte und stellten uns das schlimmste vor, sagte der leiter der rettungsstation von moelfre vince jones.",we saw how the boat was in its,"we saw their boat circling close to them and imagined the worst, said moelfre lifeboat helm vince jones.",0.02
"glücklicherweise haben die starken winde das boot bereits außer ihrer reichweite geweht, bis wir zu wasser ließen, fügte er hinzu.","fortunately, the strong win has already","fortunately, by the time we had launched, the strong winds had blown it clear of them, he added.",0.0129
"zwei der männer wurden von einem örtlichen fischerboot gerettet, während der dritte mann im alter von 60 erschöpft und an einer boje hängend ohne rettungsweste aufgefunden wurde.",two men were saved by local fisher,"two of the men were rescued by a local fishing boat, while the third man, aged 60, was found exhausted and clinging to a buoy without a lifejacket.",0.0044
sie kamen alle an bord des küstenrettungsboots und wurden zurück zur rettungsstation gebracht,they were all on board the coastal-,they were all taken on board the inshore lifeboat and brought back to the lifeboat station,0.076
"herr jones sagte: die drei männer, die ins wasser geworfen wurden, haben glück unverletzt und noch am leben zu sein.","mr president, mr preside",mr jones said: the three men thrown in the water are lucky to be alive and completely uninjured.,0.0024
"der bootmotor verfügte zwar über eine notstoppleine, diese löste sich allerdings beim kentern des boots von der person los, die das boot steuerte.","the boat has been a few,",the boats engine had an emergency kill cord but it had somehow come detached from the person driving the boat when it capsized.,0.0051
jemand hat heute über diese männer gewacht.,someone has today over these men,someone was watching over these guys today.,0.0809
schwer verletzt - mann sticht auf seine ex-freundin ein,it is a serious violation of the day,seriously injured - man stabs his ex-girlfriend,0
ein mann hat seine ex-freundin in hamburg-harburg mit einem messer angegriffen und schwer verletzt.,one man has taken up his ex,"a man has attacked his ex-girlfriend with a knife in hamburgs harburg district, and seriously injured her.",0.0185
"wie die polizei gestern mitteilte, hatte der 50-jährige den schlüssel zur wohnung bekommen, um seine persönlichen dinge zu holen.","as the police, yesterday, the 50","as the police reported yesterday, the 50-year-old had got the key to the apartment so he could collect his personal belongings.",0.01
stattdessen zerschnitt der alkoholisierte täter die kleidung seiner ex-freundin.,"instead, the slaughter of alcohol-","instead, the drunk attacker sliced up his ex-girlfriends clothes.",0.0511
"als diese in die wohnung kam, stach er zweimal auf sie ein.","when they were in housing, he","when she came home, he stabbed her twice.",0.0348
die 44-jährige wurde an der hand und am körper verletzt.,the 44-year-old has bee,the 44-year-old suffered injuries to her hand and body.,0.0487
die polizei konnte den täter festnehmen.,the police have been able to establish,the police managed to arrest the perpetrator.,0.0773
"während der 50-jährige die kleidung seiner ex-freundin zerstörte, rief er seine mutter an.",during the 50-year-old,"while the 50-year-old man was destroying his ex-girlfriends clothing, he called his mother.",0.0086
diese alarmierte daraufhin dessen schwester.,this alarming was then then of,she then called his sister.,0.0408
gemeinsam mit ihrem lebensgefährten wollte die 45-jährige ihren bruder beruhigen.,"together with their lives, the 45",the 45-year-old and her partner wanted to calm down her brother.,0.0177
"sie konnte ihn aber nicht dazu bewegen, die wohnung zu verlassen.",it was not possible to leave housing.,"however, she couldnt get him to leave the apartment.",0.0525
darum ging sie mit ihrem lebensgefährten aus dem haus.,that is why it was the case with,"consequently, she set off from home with her partner.",0.0245
auf der straße trafen sie die ex-lebensgefährtin des mannes an.,"on the road, they were the ex",they met the mans ex-partner in the street.,0.0377
"als die beiden frauen die wohnung erneut betraten, schubste der 50-jährige seine schwester zur seite und griff seine ex-freundin an.",when both women are once,"as the two women entered the apartment, the 50-year-old pushed his sister to one side, and attacked his ex-girlfriend.",0.0033
wer baut braunschweigs günstige wohnungen?,who is building up a favourable housing?,who is going to build braunschweigs low-cost housing?,0.067
die spd und grüne meinen: investoren sollen künftig viel stärker in die pflicht genommen werden.,the amendment and gree,the spd and the greens think that investors should step up to the plate much more in the future.,0.0022
"wie reagiert man auf die schlechte nachricht, dass braunschweig in den nächsten jahren fast 1300 günstige wohnungen verlieren wird?",how is the bad news that the year,how to react to the bad news that braunschweig will lose almost 1300 low-cost homes over the next few years?,0.0854
die spd schlägt zur nächsten ratssitzung ein handlungskonzept wohnen vor.,the president-in-office,"at the next council meeting, the spd is going to put forward an action plan for homes.",0.0001
in erster linie geht es um die frage: wer soll die günstigen wohnungen eigentlich bauen?,"firstly, the question is: who","firstly, there is the question of who is actually going to build the low-cost homes?",0.0183
"spd-fraktionsvorsitzender christoph bratmann meint: wir sind uns mit den grünen einig: wer auf städtischen flächen bauen will, muss künftig 20 prozent aller wohnungen als sozialwohnungen ausweisen.",spd-wwwomen,"spd group chairman, christoph bratmann, says: we agree with the greens: if you want to build on municipal land, you will have to designate 20 percent of all homes as social housing in the future.",0
die günstigen wohnungen können allerdings auch im bestand entstehen.,"the favourable housing can, however, be",the low-cost homes could also be older homes that are renovated.,0.0211
"der große streitpunkt im rathaus sei jedoch, so bratmann: wie geht man mit investoren um, die auf privaten flächen bauen wollen?","however, the great dispute in the","however, the main issue for the council, according to bratmann: how do we handle investors who want to build on private ground?",0.0066
"wir wollen, dass investoren auf solchen flächen mindestens 10 prozent, aber möglichst 20 prozent der wohnungen als sozialwohnungen bauen.",we want investors to build at least 10,"we want investors building on those spaces to keep at least 10 percent, but if possible, 20 percent, of homes as social housing.",0.0368
"ein neues städtisches wohnungsbau-förderprogramm, das millionen kosten wird und noch finanziert werden muss, soll für anreize sorgen.","a new urban housing programme, which will","a new municipal programme to promote the construction of homes, which will cost millions, and which still needs to be financed, will trigger concerns.",0.0087
"das problem, so bratmann: es gibt momentan noch keine einigung zwischen den fraktionen.","the problem, so bratmann:","the problem, according to bratmann: at the moment, there is no agreement between groups.",0.0154
die cdu möchte investoren möglichst wenige vorschriften machen.,the fact is that the lives of investors,the cdu wants to put as few rules on investors as possible.,0.02
die linke will noch härte auflagen für investoren.,the left wants to make a tough decision,the left wants more stringent requirements to be imposed on investors.,0.1015
"ungeachtet dessen, so bratmann, bahne sich eine verschärfung der situation auf dem wohnungsmarkt an.","despite this, the brat","despite that, according to bratman, the situation in terms of the housing market is also hotting up.",0.0037
"wird das handlungskonzept umgesetzt, wird das für zusätzliche aufgaben in der bauverwaltung sorgen.",we are implementing the approach,"if the action plan is implemented, the building authorities will be faced with additional tasks.",0.0073
"es ist unklar, ob wir die fachkräfte bekommen werden.",it is unclear whether we will get the,it is not clear if we will get the specialist staff.,0.2826
"doch noch steht das programm nicht gänzlich: denn die rund 1260 neuen wohnungen, die sollten ohnehin gebaut werden.","however, the programme is not e",but the program is not quite complete: because the approximately 1260 new homes are to be built anyway.,0.0129
"wie aber gleicht man den verlust von weiteren rund 1300 günstigen wohnungen aus, deren förderung in den nächsten jahren auslaufen wird?",how do we have the loss of other,"but how do you balance out the loss of an additional 1300 low-cost homes (approximately), the grants for which will run out over the next few years?",0.0161
allein bis zum jahr 2020 werden es 500 wohnungen sein.,it will be 500 housing by 2020.,this will come to 500 homes even by 2020.,0.0624
"um das zu verhindern, so die planungspolitische sprecherin nicole palm, sollten jetzt auslaufende bindungen von der stadt angekauft werden.","to prevent this, the planning","to prevent this, according to nicole palm, spokeswoman for planning policy, bonds that are about to mature should be purchased by the municipality.",0.0083
"außerdem müsste darüber nachgedacht werden, wohnungen wieder zurück in die preisbindung zu holen.","furthermore, it should be thought","in addition, thought must be given to putting homes back into a price maintenance scenario.",0.0086
das ist in der weststadt möglich.,this is possible in the west town.,this is possible in the west of the city.,0.608
auf einen schlag ließe sich das problem lösen.,the problem could be resolved.,the problem could be solved in one fell swoop.,0.3005
denn in der weststadt laufen zum jahresende fristen aus.,the west city is currently,this is because deadlines expire at the end of the year in the west of the city.,0.0114
rund 1800 wohnungen könnte man dort zurück in die preisbindung für günstige wohnungen holen.,"then, in the case of the",around 1800 homes could then be moved into the managed price scheme for affordable housing.,0.0091
"nur: das wollen die eigentümer, die wohnungsbaugesellschaften nicht.",only: that does not want to do,"the only problem is that their owners, housing companies, are against it.",0.0162
"denn wird die zahl der sozialwohnungen in der weststadt wieder drastisch erhöht, entfernt man sich vom ziel der sogenannten durchmischung.",the number of social housing in the west,"this would dramatically increase the amount of affordable housing in the west of the city, taking a step back from the target of blending.",0.0518
eine konzentration von sozialschwachen in nur wenigen stadtteilen soll es nicht mehr geben.,a concentration of social homophobia,no longer are socially disadvantaged people to be concentrated in a small number of districts.,0.0086
"die grünen rechnen damit, dass es noch bewegung in der diskussion geben wird.",the greens expect there to be a,the greens think theres still room for manoeuvre in the discussions.,0.0394
fraktionsvorsitzender holger herlitschke meint: für eine breite mehrheit muss die cdu mit ins boot.,"women, mr dense",group chairman holger herlitschke thinks that the cdu will have to get into bed with us to reach a decent majority.,0
die habe sich zwar auf mehr bauplätze für einfamilienhäuser konzentriert.,the accounts for a family-makers have,"however, they have focused on providing more building sites for detached homes.",0.0179
"was aber nicht heißt, dass nicht doch noch ein kompromiss gefunden werden kann.","what does not mean, however, is",but that does not mean that it will be impossible to reach a compromise.,0.0228
"pokmon go, eine jagd nach gesundheit und glück, die sich lohnt","pmonmonmonmon, a hunting",pokmon go a worthy hunt for health and happiness,0.0154
"es ist faszinierend zuzusehen, wie sich die welt verändert.",it is fascinating to see how the world,it is fascinating to see how the world turns.,0.8825
"dass teenager und kind zum spielen nicht mehr nach draußen gehen, sondern es vielmehr bevorzugen, ihre freizeit damit zu verbringen, auf bildschirme zu starren, wurde im letzten jahrzehnt von vielen beklagt.",the fact that the teen and child,"that teenagers and children do not get outside to play any more, preferring to spend their free time looking at screens, has been the lament of many for the the past decade.",0.0013
"bei pokemon go geht es darum, leute vom sofa zu holen und aktiver werden zu lassen.",the go-did go is about,pokemon go is getting people off the couch and into some activity.,0.031
"die zeit am bildschirm war anfangs auf den fernseher, dann auf videospiele und zuletzt auf smartphones beschränkt.",the time for the screening was,screen time was initially limited to the television then video games and more recently smartphones.,0.012
"daher ist es toll zu sehen, dass sich technologie und aktivitäten im freien nicht gegenseitig ausschließen.",it is therefore a little to see that,so it is great to see that technology and being active outdoors are not mutually exclusive.,0.0636
"ich beziehe mich dabei selbstverständlich auf den pokmon go-wahn, eine app, die auf den charakteren beruht, die zunächst für die videospiele in den 1990ern erschaffen wurden (später entstanden daraus eine zeichentrickserie, spielkarten und andere spin-offs).",the european parliament has bee,"i am of course referring to the craze that is pokmon go, an app based on the characters first created for video games in the 1990s (it later spawned a cartoon series, playing cards and other spin offs).",0.0001
"wie viele phänomene der popkultur sank das interesse vor der veröffentlichung des spiels in den usa, australien und neuseeland anfang juli etwas.",as many phenomena of,"like many pop cultural phenomena it had gone off the boil somewhat before this new game was made available in the us, australia and new zealand in early july.",0.0002
"die markteinführung in anderen ländern wurde durch die massive nachfrage verschoben, die die server überlastete.",the production of the other countries has bee,"the launch in other countries was then delayed by the massive response, which overloaded servers.",0.0291
innerhalb weniger tage hatte pokmon go mehr benutzer als tinder und fast so viele wie twitter.,"within less days, then, the","within days, pokmon go had more users than tinder and nearly as many as twitter.",0.0086
"kurz gesagt gehen die spieler mit ihren smartphones nach draußen und suchen nach pokmons, die mit einem gps nachverfolgt werden und, sobald sie einmal gefunden wurden, fotografiert (über einen screenshot auf dem handy) oder gefangen genommen werden können.",the commission has been able to find,"in a nutshell, players on smartphones go out looking for pokmons, which are tracked with a gps and, once found, can be photographed (via a screenshot on your phone) or captured.",0
"eine generation, die das spiel spielte, als sie noch jünger war, schloss sich dem wahn an und sprang für die suche vom sofa.",a generation that played the game,"a generation who played the game when younger have joined the craze, jumping off the couch for the search.",0.0291
"in den usa führte das spiel zu einem beträchtlichen anstieg an schritten, die die durchschnittliche person jeden tag zurücklegt.","in the united states, the game has","in the us, the game has led to a significant increase in the number of steps taken by the average person each day.",0.0209
"cardiogram, eine app für apple watch, die 35.000 benutzer nachverfolgt, teilte der washington post vor kurzem mit, dass innerhalb von zwei tagen nach markteinführung des spiels, die anzahl der nachverfolgten leute, die jeden tag 30 minuten trainieren, von 45 prozent auf 53 prozent ansprang.",the commission has recently been,"cardiogram, an app for the apple watch that tracks 35,000 users, told the washington post recently that within two days of the game launching, the number of people it tracked who did 30 minutes of exercise each day jumped from 45 per cent to 53 per cent.",0.0
"das unternehmen weiß nicht, wer davon pokmon go spielt - es sieht lediglich die rohdaten zur leistungssteigerung.",the companies do not know who is doing,the company does not know who is playing pokmon go - it just sees raw data on exercise levels.,0.0924
"viele öffentliche aufklärungskampagnen zur gesundheit, die leute dazu bringen wollen sich 30 minuten zeit zu nehmen, vom sofa zu kommen und jeden tag aktiv zu sein stießen auf taube ohren, weil viele öffentliche botschaften zur gesundheit langweilig sind und von leuten kommen, die elend aussehen.",we are now going to take up 30,"many public health campaigns to get people to find 30, get off the couch and be active everyday have fallen on deaf ears because most public health messages are boring and delivered by people who look miserable.",0.0009
dennoch kann die bedeutung von sport nicht überbewertet werden.,"however, the importance of sport cannot",yet the importance of exercise cannot be understated.,0.1556
"wer regelmäßig sport treibt, reduziert seine chancen, an krebs oder depressionen zu erkranken.",anyone who is paying sports to their,those who exercise regularly reduce their chances of getting cancer or depression.,0.0192
"körperliche betätigung hilft bei der gewichtskontrolle, hohem blutdruck, diabetes und einer langen liste an vorteilen, die zu lange ist, um sie hier anzuführen.","in the light of weight, high-","activity helps with weight management, high blood pressure, diabetes and a long list of benefits too long to list here.",0.004
"aber das wundervolle an pokmon go ist, dass es die leute dazu bringt, etwas im freien zu tun, dass ihnen spaß macht.",but the very good thing of the go,but the beauty of pokmon go is it gets people outside doing something they enjoy.,0.0291
"somit werden drei säulen der gesundheit abgedeckt - bewegung, frische luft und sonnenschein sowie spaß.","therefore, three pillars of health are","thus you are covering three pillars of health - movement, fresh air and sunshine, and fun.",0.1015
manche leute schließen auf der jagd sogar neue freundschaften.,some people join in the hunting even,some people are even making new friends on the hunt.,0.0541
"wie immer gibt es auch mürrische spielverderber, die sich immer über etwas beschweren müssen.",there are always a lot of risk that,as usual there are po-faced killjoys looking for something to complain about.,0.0356
"und ja, jemand könnte gegen eine tür laufen.","and yes, someone could go against one door",and yes somebody might walk into a door.,0.0278
"auch wenn smartphone-apps wie fitbit bereits früher unsere aktivität nachverfolgen konnten, gaben sie uns keinen grund, sport zu treiben, wie es dieses spiel tut.",even if the president-,"for while smartphone apps like fitbit could previously track our activity, they didnt give us a reason to exercise like this game does.",0
das neue wird seinen reiz verlieren und die verwendung wird mit der zeit nachlassen.,the new will lose its sense and,the novelty will wear off and use will subside in due course.,0.0213
"aufgrund von pokemons erfolg wird es jedoch mehr spiele geben, die apps und virtuelle realität mit dem aktivwerden in der realen welt vereinen werden und dabei vielen leuten auf der jagd helfen werden, aktiver, fitter und gesünder zu sein.","however, the success of the world will","however because of pokmeons success there will be more games that combine apps and virtual reality with being active in the real world, helping many people on the hunt to be more active, fitter and healthier.",0.0008
lesen sie dr. joes blog auf www.drjoetoday.com,"you read dr joes, on the am",read dr joes blogs at www.drjoetoday.com,0.0699
simone biles schafft gold im damenturnen,"similarly, gold in the honourable house",simone biles nails all-around gold in womens gymnastics,0.0619
simone biles ist auf all das immun.,"similarly, all of this is immunity",simone biles is immune to all of it.,0.0685
und jetzt endlich auch olympiasiegerin.,"and now, at last, olympiciasger","and now, finally, an olympic champion.",0.093
die 19-jährige amerikanische turnerin erklomm am donnerstag zum mehrkampftitel und vergrößerte die lücke zwischen sich und dem rest der welt vor aller augen unter dem scheinwerferlicht der olympischen spiele.,the 19-year-old turner was,"the 19-year-old american gymnast soared to the all-around title on thursday, putting the gap between herself and the rest of the world on full display under the olympic spotlight.",0.0003
"ihr gesamtergebnis von 62,198 lag eindeutig vor der silbermedaillengewinner und final five-mannschaftskameradin aly raisman und der russischen bronzemedaillengewinnerin aliya mustafina.","their overall result of 62,198",her total of 62.198 was well clear of silver medalist and final five teammate aly raisman and russian bronze medalist aliya mustafina.,0.0018
"die amerikanerinnen simone biles turnt auf dem schwebebalken während des einzelmehrkampffinales der frauen im kunstturnen bei den olympischen sommerspielen in rio de janeiro 2016, brasilien, donnerstag.",the americans are a turn to the sile,"united states simone biles performs on the balance beam during the artistic gymnastics womens individual all-around final at the 2016 summer olympics in rio de janeiro, brazil, thursday.",0.0027
"biles ist die vierte heterosexuelle amerikanerin, die einen mehrkampftitel gewinnt und insgesamt die fünfte, während sie ihren ruf festigt, die beste ihrer generation oder sogar überhaupt zu sein.","the fourth heterditian americans, which is",biles became the fourth straight american woman to win the all-around title and fifth overall while cementing her reputation as the best of her generation and perhaps ever.,0.0022
"sie brach in tränen aus, als ihr endergebnis gezeigt wurde und ihre lange reise in diesem moment ein ende fand.",it was closed in the past when it,she burst into tears when her final total was posted and her long journey to this moment ended.,0.0095
"dieser erfolg stellt sie in dieselbe liga wie einzigartige athleten wie michael phelps, die ihre sportarten zu neuen höhen gebracht habe:",this success is in the same league as unique,the achievement puts her in the same league as once-in-a-generation athletes like michael phelps who have taken their sports to new heights:,0.1053
"biles hat die letzten drei jahre ihre sportart dominiert, 15 weltmeistermedaillen - einschließlich 10 goldmedaillen - mit so erstaunlichen übungen gewonnen, die eine mischung aus ehrgeiz und präzision beinhalten, dass die olympiasiegerin von 1984 mary lou retton von ihr sagte, dass sie die beste turnerin ist, die ich jemals gesehen habe.",i would like to say that the european parl,"biles has spent the last three years dominating her sport, winning 15 world championship medals - including 10 gold - with routines so astonishing in their mix of ambition and precision that 1984 olympic champion mary lou retton called her the greatest gymnast ive ever seen.",0.0005
"es erwartete sie eine letzte prüfung in brasilien, ein wettbewerb, der nicht so sehr zwischen biles und dem rest der athleten ging, sondern vielmehr zwischen ihr und einer last überdimensionierter erwartungen.","it expected a final examination in brazil, a","one last test awaited in brazil, a contest not so much between biles and the rest of the field but between herself and the burden of oversized expectations.",0.0113
"nicht mit einer handvoll gold zurück zur familie in spring, texas zurückkehren, wäre als enttäuschung angesehen werden.",not with a hand gold to the family in,"anything less than heading back to her familys home in spring, texas, with a fistful of golds would be seen as a disappointment.",0.0127
