source,prediction,reference,bleu
"die ersten assistenzärzte sollen einen neuen vertrag erhalten, der änderungen zu nacht- und wochenendarbeiten enthält, um die pflege zu ungastlichen uhrzeiten zu verbessern.","the first assistants are to be given a new treaty, which contains amendments to night and weeks to improve the care of the excessive-down. is a new new treaty. is not a matter of fact a matter.","the first junior doctors are moved onto the new contract, which includes changes to overnight and weekend working practices to improve care at unsociable hours.",0.0193
"dr ellen mccourt, die vorsitzende des bma kommittees für assistenzärzte teilte letzte nacht in einer mitteilung mit: assistenzärzte haben zu dem vorgeschlagenen vertrag nach wie vor ernsthafte bedenken, insbesondere, dass es die derzeitige belegschaftskrise anheizen und es verabsäumen wird, alle ärzte gerecht zu behandeln.","the last night, in a communication with assistants, has still been serious concerns about the proposed treaty, particularly that the current crisis of conduct is being removed and it will be allowed to deal with all doctors. is no.","dr ellen mccourt, the bmas junior doctors committee chair, said in a statement last night: junior doctors still have serious concerns about the proposed contract, particularly that it will fuel the current workforce crisis, and that it fails to treat all doctors fairly.",0.1323
"bei nur acht wochen, die noch verbleiben, bis die erste gruppe von ärzten unter den neuen vertrag fallen, müssen fortschritte gemacht werden und die zeit läuft aus.","only eight weeks, which still remain, until the first group of doctors fall under the new treaty, progress must be made and the time is going. is now time is at the moment. is now a time..","with just eight weeks before the first group of doctors are moved onto the new contract, progress needs to be made and time is running out.",0.1542
bemühungen seitens des bma zur lösung der streitigkeiten durch gespräche stießen bei der regierung auf widerwillen sich zu beteiligen und manchmal auf ohrenbetäubendes schweigen.,the efforts of the bma to resolve disputes by talks are to be taken into account by the government and sometimes to keep on the same silence. is a lack of a lack of criticism. is a matter of fact a great great deal.,"efforts by the bma to resolve the dispute through talks have been met with an unwillingness to engage and, at times, deafening silence from the government.",0.0704
"das geschah des eines versprechens, das jeremy hunt erst letzten monat darüber gemacht hatte, dass seine tür immer offenstehen würde.",this was the promise that the really was that the first month was that his door would always be open. is a moment has been a good thing. is a good is not a matter of time. is a,this is despite a promise from jeremy hunt just last month that his door is always open.,0.0325
"jeremy hunt muss jetzt handeln, die aufzwingung aufheben und die sorgen der assistenzärzte ansprechen."," jerusalemy should now act, which is forced to concentrate on the use of the assistants. is a matter is a matter of concern. is a matter of the commission, is not a matter of concern to the assistants. is now.","jeremy hunt needs to act now, lift the imposition and address junior doctors concerns.",0.0055
"sollte er dies nicht tun, so haben es die assistenzärzte deutlich gemacht, dass sie bereit sind, weitere arbeitskampfmaßnahmen durchzuführen.","if he did not do so, the assists made it clear that they are prepared to carry out further working action. is no longer, the commission has not done so. is a matter of fact, it is a matter of fact that they have been",if he does not then junior doctors are clear that they are prepared to take further industrial action.,0.122
"der letzte streik ende april sah einen aufschub von beinahe 13.000 routineoperationen und 100.000 terminen vor, da krankenschwestern und fachärzte einbezogen wurden, um ärzten auf der streikpostenkette deckung zu gewähren.","the last strike was passed on to the end of april, almost 13000 routine operations and 100 000 dates, since hospitals and expertise were included in order to cover doctors on the strike chain. is a matter of fact, is a question.","the last strike at the end of april saw the postponement of nearly 13,000 routine operations and 100,000 appointments as nurses and consultants were drafted in to provide cover for doctors on the picket line.",0.068
"die minister hatten gehofft, den streit über die änderungen durch eine annahme des reformierten vertrages mit den funktionären der british medical association beenden zu können.",the ministers hoped to end the dispute on the changes by adopting the reform treaty with the functioning of british medical association. is a position is in the uk medical association. is a position in the united states. is a united kingdom.,ministers had hoped to end the dispute over the changes by agreeing to a reformed contract with british medical association officials.,0.1283
"die bma möchte eine bessere wochendentlohnung für die 54.000 assistenzärzte, die dem vertrag unterliegen werden.","the bma wishes to make a better number of sense for 54000 assistants who will be subject to the treaty. is a matter of the treaty. is a matter of the european union. is not a matter of fact, but also a better sending out.","the bma wants better weekend pay for the 54,000 junior doctors who would be subject of the contract.",0.017
"daniel mortimer, generaldirektor der nhs mitarbeiter, forderte die assistenzärzte dazu auf, den streik zu beenden.","then mortalityimer, director-general of the nder staff, called on the assistence of doctors to end the strike. is then the commission has a generalised problem. is a matter of fact a matter.","daniel mortimer, chief executive of nhs employers, called on junior doctors not to go ahead with any strikes.",0.0155
"mortimer sagte: arbeitskampfmaßnahmen erreichen nichts der nur wenig, belasten aber bereits überbelastete teams und dienstleister und bereiten den patienten, pflegern und ihren familien nur sorgen, not und unterbrechung.","mortortortortortortortortortortias action, nothing is not the only thing that has been done, but has already been over-written teams and service providers and are only concerned, and their families. is not only a matter of the matter.","mr mortimer said: industrial action achieves little or nothing, but places pressure on already stretched teams and services and causes worry, distress and disruption for patients, carers and their families.",0.0361
in den letzten zwei monaten haben wir mir dem kommittee der assistenzärzte gesprochen und mit dem gesundheitsministerium sowie anderen ministerien positiv auf die bedenken hinsichtlich der vormundschaft und des whistleblowings geantwortet.,"in the last two months, we spoke to the local local assistants and the health ministry and other ministers positively to respond to the concerns of the scientific and thens of the honourable members. is a matter of the honourable member. is a matter.","over the last two months we have been talking with the junior doctors committee and have, along with the department of health and others, responded positively to their concerns regarding the guardian role and whistleblowing.",0.0343
"das £2-pro tag- medikament, das herzinfarktrisiko senken kann","the president-in-office of the council, the european parliament, who can reduce heart-in risk risk. is a european union, is a very important day., the commission",the £2-a-day drug that can cut heart attack threat,0.009
"tausende von herzinfarktpatienten werden von einem £2-pro tag-medikament profitieren, nachdem von den behörden empfohlen wurde, dieses mehr leuten für einen längeren zeitraum zu verabreichen.","thousands of heart-in-office are benefited from a first2-promed day, after the authorities recommend that this more people be achieved for a longer period. is the case the authorities have been recomm","thousands of heart attack patients are to benefit from a £2-a-day drug, after officials recommended it be given to more people for longer.",0.0251
das gerinnungshemmende medikament ticagrelor reduziert das risiko wiederholter herzinfarkte für personen mit einer herzerkrankung.,the risk of repeated heart-in-hand friendly medicines is reduced to people with a heart. is a risk of a heart-free disease. is a risk of a heart. is now.,anti-clotting drug ticagrelor slashes the risk of repeat attacks for people with heart disease.,0.0422
"das medikament wird bereits 12 monate lang nach einem herzinfarkt verabreicht, wodurch das risiko eines schlaganfalls oder eines weiteren herzinfarkts reduziert wird.","the medicines will be adopted for 12 months after a heart-in-gggg, which reduces the risk of a sudden or another heart-in-hand. is a risk of a risk of a suddence. is a","the drug is already given for 12 months after a heart attack, reducing the risk of a stroke or another attack.",0.2062
"die regulierungsbehörde nice des nhs hat eine vier jahre lange einnahme empfohlen, um das risiko kardiovaskulärer probleme weiter zu reduzieren.","the nice regulators of the nder has recommended a four years of income to reduce the risk of the general secular problems. is no longer is a matter of time, the nice council has recommended a four years of income..","nhs watchdog nice has advised that it should be given to people for four years, to further reduce the risk of cardiovascular problems.",0.0704
"die regulierungsbehörde nice des nhs hat eine vier jahre lange einnahme empfohlen, um das risiko kardiovaskulärer probleme weiter zu reduzieren.","the nice regulators of the nder has recommended a four years of income to reduce the risk of the general secular problems. is no longer is a matter of time, the nice council has recommended a four years of income..","but now nhs watchdog nice has advised that it should be given to people for four years, to further reduce the risk of cardiovascular problems.",0.0704
rund 140.000 leute erleiden jedes jahr einen herzinfarkt und ein viertel davon erleiden einen weiteren herzinfarkt oder einen schlaganfall.,a quarter of them are experiencing a heart-in-hand and a quarter of them are experiencing another heart-in-environment or a blow. is a moment. is a moment..,"some 140,000 people have a heart attack in england every year, and a quarter of these go on to have another attack or a stroke.",0.1156
"herzinfarkte und schlaganfälle werden durch ansammlungen fetthaltigen materials in den arterienwänden verursacht, die beläge bilden.","the disease and the accidents are caused by the number of waste in the ar-critically, which are left to be divided. is a matter of the european union. is not a matter of the european union. is a matter of fact,",heart attacks and strokes are caused by the build-up of fatty material in artery walls to form a plaque.,0.0687
"wenn der belag auseinanderbricht, kann es ein blutgerinnsel verursachen, das den blutfluss bis zum herzen verstopft und dadurch einen herzinfarkt verursacht.","if the dismay is divided, it can cause a blood-deed burden, which is the blood flow to the heart and caused a heart. is a friend is a blood is a blood. is a great great deal of time","if the plaque breaks apart it can cause a blood clot, blocking blood to the heart causing a heart attack.",0.1063
"wenn sich das blutgerinnsel löst, kann es durch den blutstrom fließen und den blutfluss zum gehirn verstopfen, was einen schlaganfall verursacht.","if blood is overcome, it can go through blood and the blood flow of death, which causes a blow. is a suddent. is a problem. is a blood is a blood. is a problem..","and if the clot dislodges it can travel in the blood stream and block blood flow to the brain, causing a stroke.",0.0222
"personen, die bereits einen herzinfarkt hatten, unterliegen einem höheren risiko einen weiteren zu haben.",people who had already had a heart-in-office of the council have another risk. is a greater to the end. is a great problem is a matter of greater risk. is a matter of fact a great great.,people who have already have one attack are at a higher risk of having another.,0.0139
"ticagrelor, das von dem britischen unternehmen astrazeneca hergestellt wird und unter dem handelsnamen brilique vertrieben wird, reduziert dieses risiko, indem es die bildung von blutgerinnseln unwahrscheinlicher macht.","it is also the case that the british company is produced by the british company, and the brilique are being displaced from the trade name, reducing this risk by reducing the education of blood-conflict power. is a risk that is less likely to benefit from blood..","ticagrelor, which is made by uk firm astrazeneca and sold under the trade name brilique, reduces this risk by making clots less likely.",0.0288
"der anleitungsentwurf von nice, der heute veröffentlicht wurde, empfiehlt eine 12-monatige einnahme von 90mg ticagrelor, gefolgt von 60mg mit einer zweimal täglichen einnahme von aspirin für die nächsten drei jahre.","the nice draft draft draft for nice, which was published today recommended a 12-month income of 90-month revenue, followed by 60-year daily income by the next three years. is a 60-old income of 60. is a","the draft nice guidance, published today, recommends that people be given 90 mg of ticagrelor for 12 months, followed by 60mg along with aspirin twice a day for another three years.",0.0199
"professor carole longson, direktorin des nice gesundheitstechnologieevaluierungszentrums sagte: trotz der verfügbarkeit von sekundärprävention haben ein viertel aller personen, die einen herzinfarkt erlitten haben, einen weiteren herzinfarkt oder einen schlaganfall - oft mit desaströsen folgen."," the commission has said, despite the availability of secondary prevention, a quarter of all people who suffered a heart-in-hand, another heart-in-hand-greater, or a blow - often the result of the deterioration. is a","son, director at the nice health technology evaluation centre, said: despite the availability of effective secondary prevention treatments, as many as a quarter of people who have had a heart attack go on to have another heart attack or stroke - often with devastating consequences.",0.0945
die angst vor einem erneuten herzinfarkt kann erhebliche negative auswirkungen auf die lebensqualität einer person haben.,"the fear of a new heart in which there is a considerable negative impact on the quality of life of a person. is a question is a question of fear of a new heart. is a good thing, it is a good thing. is a matter.",fear of a recurrence can have a significant negative impact on a persons quality of life.,0.04
"die erfahrung zeigt, dass ticagrelor in kombination mit aspirin effektiv bei der reduzierung weiterer herzinfarkte und schlaganfälle bei leuten ist, die bereits einen herzinfarkt hatten.",experience shows that ticagrelor is effective in combination with the reduction of further heart-in and blowing cases in people who have already had a heart-in-hand. is already a heart-in.,"the evidence shows that ticagrelor, in combination with aspirin, is effective at reducing the risk of further heart attacks and strokes in people who have already had a heart attack.",0.2919
"durch eine vorläufige empfehlung von ticagrelor freuen wir uns, dass wir in der lage sind, verfügbare behandlungsoptionen an tausende von menschen zu erweitern, die davon profitieren können.","by a preliminary recommendation of ticagrelor, we are pleased that we are able to extend available treatments to thousands of people who can benefit from it. is a matter of fact no longer.",in provisionally recommending ticagrelor we are pleased to be able to increase the treatment options available to the many thousands of people who stand to benefit from it.,0.1461
"die information über die wirksamkeit und sicherheit von ticagrelor - vor allem das blutungsrisiko - ist auf einen zeitraum von bis zu drei jahren beschränkt. der anleitungsentwurf empfiehlt keine behandlung, die über diesen zeitraum hinausgeht.","the information on effectiveness and security of tagrelor - particularly the risk of blood, is limited to a period of three years, and the draft regulation does not recommend that the number of treatment goes beyond this period. is no means","because information on the efficacy and safety of ticagrelor - particularly the risk of bleeding - beyond three years is limited, the draft guidance does not recommend treatment with it beyond that period.",0.1533
kultur der political correctness lässt wahlbetrug in muslimischen gegenden aufblühen,"culture of political correctness leaves electoral fraud in muslim anti-terrorist, the commission",pc culture let vote fraud in muslim areas flourish,0.0906
der ehemalige bürgermeister von tower hamlets lutfur rahman wurde letztes jahr auf veranlassung eines regierungsberichts wegen korruption aus dem amt entfernt,"the former mayor of this house, mr hamfurong, was last year to withdraw a government report because of corruption from the office., the commission","ex-tower hamlets mayor lutfur rahman was removed from office last year for corruption, prompting the government report",0.0281
"eine kultur der political correctness hat dazu geführt, dass weitverbreiteter wahlbetrug in muslimischen gemeinden wissentlich ignoriert wird wie ein vernichtender regierungsbericht heute offenlegte.","a culture of political correctness has led to far-reaching electoral fraud in muslim communities, as has been apparently evidently stated today. is a very simple government report is not a matter of fact..","a culture of political correctness has led to a blind eye being turned to widespread voting fraud in muslim communities, a devastating government report reveals today.",0.3092
"das ehemalige kabinettsmitglied sir eric pickles greift verbal die polizei, wahlbeobachter und rathäuser dafür an, beweise von wahlmissbrauch aufgrund von überempfindlichkeiten bezüglich ethnie und religion ignoriert zu haben.","the former cabinet member of sir 12 12 wageles is taking the police, election observers and the council for ignoring the evidence of electoral abuse on the grounds of ethnic and religion. is a former prime minister, mr president, mr president.","ex-cabinet minister sir eric pickles lambasts the police, election watchdogs and town halls for ignoring evidence of electoral abuse because of over-sensitivities about ethnicity and religion.",0.1049
"der ehemalige minister für integration und kommunalregierung, der jetzt ein antkorruptionskönig ist, sagte, dass die einschüchterung von wählern aus religiösen motiven so schlimm wäre, dass es der polizei gestattet sein sollte, absperrbänder außerhalb von wahlkabinen einzurichten, um eingeschüchterte wähler zu schützen.","the european union has said that the post-crit is now a anti-cist, that the intimidation of voters from religious motives would be so bad that the police should be allowed to establish non-proliferation outside the electoral elections to protect voters. is now a mistake.","the former communities secretary, now the anti-corruption tsar, said the intimidation of voters on religious grounds was so bad that police should be allowed to put cordons outside polling stations to protect frightened voters.",0.1846
"er empfiehlt, dass wähler einen ausweis mit sich führen sollten, um bei wahlen ihre identität zu beweisen.",he recommends that voters should lead to evidence in elections. is a european union s s s s s s s s s silence. is a matter of the european union. is a matter of fact that it.,he recommends that voters should have to take id to prove who they are when they vote.,0.095
zur zeit muss ein wähler lediglich seinen namen und anschrift nennen.,"at the time, a constituent must just mention its name and then. is a time it is a time. is a time we have to be a united united. is a matter, then","currently, a voter merely has to state their name and address.",0.0142
"der bericht schlägt vor, nicht entfernbare tinte auf den finger einer person aufzutragen, wenn sie ihre wahlstimme abgeben, um zu verhindern, dass jemand zweimal wählt.",the report proposes that no more than a person benefit from the finger when you put their election votes to prevent someone from being held twice. is no longer is a person who is in the same way. is not a,the report even suggests putting indelible ink on a persons fingers as they cast their ballot to prevent anyone being able to vote twice.,0.016
"whistleblower sollten mehr schutz erhalten, sagt sir eric.","why is a bit more protection, sir--lence says. is a reality is a european union. is a european union, then is not a matter of fact, and that it is a matter of fact a little.","greater protection should be given to whistleblowers, sir eric says.",0.0052
"er fordert, dass die presse mehr zugang zu gemeindeunterlagen und entscheidungen von nicht offiziellen kommittees oder arbeitsgruppen haben sollte.",he calls for the press to have more access to communities and take decisions by non-public authorities or more separate groups. is a matter is a matter of the press. is a matter of the press. is a matter of fact a matter.,he calls for the press to be given greater access to council papers and decisions taken by unofficial committees or working groups.,0.1333
"das dient nicht nur gegen wahlbetrug, sondern soll auch die kommunale regierung vor der breiteren korruptions- und finanzbetrugskultur, die damit einhergeht, schützen, sagte er.","this is not only against electoral fraud, but also the local government to protect the broader corruption and financial fraud, which is thus being accompanied by the protection of it. is then the local government is also supposed to be able to do so. is not a","this is not solely to protect against electoral fraud, but to protect local government from the broader culture of corruption and financial fraud that goes hand in hand with it, he said.",0.1139
der bericht wurde von der downing street als folge des tower hamlets wahlskandals im osten londons angeordnet.,"the report was set out by the street as a result of the hamlets electionand in the east. is a result of the south is a european union. is a matter of the european union, is a matter of fact that the european union is not.",the report was ordered by downing street in the wake of the tower hamlets voting scandal in east london.,0.0318
"letztes jahr entschied ein sonderwahlgericht, dass der amtierende bürgermeister lutfur rahman nach einer litanei an korrupten und illegalen praktiken seines amtes enthoben werden sollte.","last year, a special election court decided that the present mayor of the mayor of the raman should be postponed after a litane of corrupt and illegal practices of his office. is a case of a litperan. is a matter of fact a case of a","last year a special election court ruled the sitting mayor, lutfur rahman, should be removed from office following a litany of corrupt and illegal practices.",0.1168
"das gericht befand, dass rahman die religiösen gefühle seiner muslimischen gemeinschaftauf zynische art und weise pervertiert hätte und, dass er seine kritiker mit rassissmus- und islamophobienanschuldigungen zum schweigen gebracht hätte.","the court was that rahman had been the religious feelings of its muslim community, and that he had brought his critics with racist and islamic apologies. is a matter of the court of religious feelings. is a failure to be able to keep a silence in the.",the court found rahman cynically perverted the religious feeling of his muslim community and silenced his critics with accusations of racism and islamophobia.,0.0332
"rahman soll seine kampagne auf der grundlage geführt haben, dass es die religöse pflicht von muslimen sei, ihn zu wählen.",the framework is to have led its campaign on the basis that it is the religious duty of muslims to choose it. is a real real duty of muslims. is a matter of fact. is a european union s position. is a matter of the european union,"rahman, it was said, ran his campaign on the basis that it was the religious duty of faithful muslims to vote for him.",0.1569
"bis zu 300 stimmen waren entweder zweifelhaft oder die folge einer nachahmung, bei der eine person als jemand anderer wählt.","so far, to 300 votes were either dubious or the consequences of counterfeiting, who is a person who is left to another. is a person. is a person. is a person. is not a person. is a.","up to 300 votes were dubious or the result of personation, where a person votes while posing as someone else.",0.1032
"sir eric sagte, dass es im ganzen land beweise für betrug gäbe.","sirir, said that it would be evident in the whole country. is a whole country. is a single single single single-class state. is a.",sir eric said there was evidence of fraud across the country.,0.0104
"er äußerte sich insbesondere alarmierend zur betrügerischen briefwahl - bei der ältere mitglieder der muslimischen gemeinschaft druck auf leute gemacht hätten, einen kandidaten ihrer wahl zu wählen.",he spoke in particular alarming terms about the anti-or election - where the older members of the muslim community had been forced to choose a candidate for their election. is a member of the european union. is a member state of the european union. is not.,he voiced particular alarm about postal voting fraud - in which senior members of the muslim community were said to have exerted pressure on people to vote for a candidate of their choosing.,0.1052
"sir eric, abgebildet, machte mehrere empfehlungen, um das wahlsystem zu säubern, einschließlich dem führen von ausweisen, um die identität zu beweisen","sirir, then, amendments made to make the electoral system, including the result of evidence of identity., the commission","sir eric, pictured, made several recommendations to clean up the voting system including bringing your id to prove who you are",0.0129
"in seinem bericht heißt es: als beweis wurde angebracht, dass druck auf schutzbedürftige mitglieder einiger ethnischer minderheiten ausgeübt wurde, insbesondere frauen und junge menschen, um gemäß des willens der älteren, insbesondere gemeinschaften mit pakistanischem oder bangladeschischem hintergrund, zu wählen.","in his report it says that pressure on vulnerable members of some ethnic minorities, particularly women and young people, in order to choose in accordance with the will of the older, especially the elderly, especially the communities with pakistan or bangladesh. is a matter of fact a great deal.","his report says: evidence was presented of pressure being put on vulnerable members of some ethnic minority communities, particularly women and young people, to vote according to the will of the elders, especially in communities of pakistani and bangladeshi background.",0.2374
"es gab bedenken, dass... staatliche institutionen ein solches verhalten aufgrund von politisch korrekten überempfindlichkeiten bezüglich der ethnie und religion wissentlich ignoriert hätten.","there have been doubts that, as a result of political behaviour, state institutions would have ignored this kind of behaviour on the political nature of ethnic and religion. is a matter of no longer, is a matter of fact that they have been in a.",there were concerns that... state institutions had turned a blind eye to such behaviour because of politically correct over-sensitivities about ethnicity and religion.,0.0145
"sir eric sprach 50 empfehlungen aus, um das system zu säubern, einschließlich dem verbot, dass politische aktivisten briefwahlunterlagen bearbeiten, um wahlernten zu stoppen.","sirir, was 50 recommendations to ensure that the system is used to be released, including the ban that political activists are working on to stop electoral entry. is a question of the european union. is a question of the commission s.","sir eric made 50 recommendations to clean up the system, including banning political activists from handling postal ballot papers to stop vote harvesting.",0.0349
"der bericht, der von theresa may in erwägung gezogen wird, verlangt auch härtere registrierungsüberprüfungen, um zu verhindern, dass das wahlverzeichnis zu immigrations- und sozialbetrugszwecken verwendet wird.","the report, which is considered by the may in recital, calls for stricter registration checks to prevent the choice of the entry into the european union to be used for the social fraud. is also a matter of more stringent registration. is now.","the report, being considered by theresa may, also calls for tougher checks on registration to prevent the electoral register being used for immigration and benefit fraud.",0.0418
"optionen in betracht ziehen, wähler vor der wahl nach ihrem ausweis zu fragen.",the options are considered to ask voters before their choice. is then then case thennnnnnnnnts are not a matter of choice. is a matter of the european union. is a.,consider the options for requiring voters to produce id before voting.,0.0166
"nicht entfernbare tinte auf dem finger einer person verwenden, sobald sie ihre stimme abgegeben hat, um zu verhindern, dass jemand zweimal wählt.",not a person has been used to the finger of a person once she has made their voice to prevent someone twice. is no longer is a person who has been in the past. is a person.,use indelible ink on a persons fingers once they cast their ballot to prevent anyone voting twice.,0.0139
"systematische überprüfungen über die nationalität einer person durchzuführen, um sicherzustellen, dass sie wahlberechtigt sind.",the first review on nationality of a person to ensure that they are acceptable. is a matter is a single single single single single-class review. is a matter of the european union. is a.,carry out systematic checks on a persons nationality to ensure they are eligible to vote.,0.0188
eine dreijährige begrenzung auf anträge auf eine automatische briefwahl.,"a three-year-old limit to amendments to automatic letter. is a single single single-in-general. is a three-year-old time., the commission is not in the case",put a three-year limit on requests for an automatic postal vote.,0.0104
"verbot, dass politische aktivisten vollständige briefwahlen und umschläge von briefwahlen bearbeiten.","the ban on political activists are dealing with full letter elections and the exchange of brief elections. is a question is a ban on political activity. is a question of political activity. is a question of political activity. is a matter of fact, it.",ban political campaigners and activists from handling completed postal votes and postal vote envelopes.,0.0059
"der polizei die befugnis geben, absperrungen um wahlstationen einzurichten.",the police have the power to set up the electoral stations. is then case thennn the police have a power to be held in the same way. is a matter of the european union. is a member state.,give police powers to set up cordons around polling stations.,0.0274
"eine gesetzesänderung, die eine anklage wegen einschüchterung gemäß des representation of the people act 1983 (volksvertretungsgesetz 1983) erleichtert.","a law amendment that makes it easier for the licence of intimidation under the representation of the people olaf act (hcent law in the libyan act). is a law on the other hand, is not a law that is not a matter.",change the law to make it easier to charge people with intimidation under the representation of the people act 1983.,0.1581
"anforderung, dass nur englisch in den wahlstationen verwendet werden darf (mit ausnahme von wales).",it is true that only english in the electoral stations must be used (with exception of wales). is no longer be a single single single-time day. is no longer,make it a requirement that only english is to be used in polling stations (except in wales).,0.0491
"intensivierung des trainings, um sicherzustellen, dass die mitarbeiter die regel durchsetzen, dass wähler alleine in die wahlkabine gehen.",in the way of the amendment of the amendment to ensure that the staff are implemented the rule that voters are on the election. is then then is the case with the right to vote in the day,strengthen training to ensure staff enforce the rule that voters go to the booth alone.,0.0798
"sir eric fällt über die metropolitan police und findet es erstaunlich, dass nach dem tower hamlets fall keine strafanzeige gestellt wurde.","sirir is a matter of the first-rate police and it is astonishing that, after the automotive ham yes, there was no criminal offence. is a matter of no sense. is a matter of fact a matter.","sir eric savages the metropolitan police, saying it is astonishing that no criminal charges were brought after the tower hamlets case.",0.0388
"das wahlgericht hat lutfur rahman und seinen stellvertreter für aufgrund einer litanei an korrupten und illegalen praktiken als untauglich erklärt, sagte er.","the election court has declared, in fact, the court of choice, the senior raman and his fellow members for a litanei to corrupt and illegal practices, said that he was not. is a matter of the european union. is a.","the election court disqualified lutfur rahman and his agent for a litany of corrupt and illegal practices, he said.",0.1056
er wurde aufgrund einer reihe von gründen für hinreichend - gemäß der hohen anforderungen im strafrechtlichen verfahren - schuldig bekannt.,"it was a series of reasons for sufficient, in accordance with the high requirements in criminal proceedings. is a matter is a matter of fact, a number of reasons for sufficiently known. is a.",he was found guilty beyond reasonable doubt - to a criminal standard of proof - on a series of grounds.,0.0335
er kritisiert auch die wirkungslosen abhakkontrollen der wahlregistrierungsabteilungen der rathäuser.,it also criticised the unwarranted non-existence of the electoral departments of the council. is a matter is not a matter of the council. is a matter of the european union s choice. is a.,he also criticises the ineffectual tick-box inspections of town hall electoral registration departments.,0.0077
sir eric sagte: das gerichtsurteil in tower hamlets vom letzten jahr war ein warnsignal.,"sirir, said: the court judgment in favour of this house, was a warning warning last year. is a court sent in favour of the court of ham ladies and gentlemen. is a warning..",sir eric said: last years court ruling in tower hamlets was a wake-up call.,0.0157
"unser land trägt als die mutter der parlamente ein stolzes erbe, doch die besorgniserregende und verdeckte ausbreitung von wahlbetrug und leugnung einiger behörden bedrohen diesen guten ruf.","our country is a proud heritage as the mother of parliaments, but the worrying and ill-existent spread of electoral fraud and denying some authorities this good reputation. is a great cause for the european union. is a great deal of concern.","our nation has a proud heritage as the mother of parliaments, yet the worrying and covert spread of electoral fraud and state of denial by some bodies threatens that good reputation.",0.3033
verrückt nach kates radler-doppelgängerin und andere berühmte doppelgänger von olympiasportlern in rio,"dler radates-dartel, and other famous double-cists of olympicportans in rio, the commission",crazy for kates cyclist lookalike and other celeb doppelgangers of rio olympians,0.0399
"fans der olympiade 2016 in rio sind diese woche über die französische radsportlerin pauline ferrand-prevot außer rand und band geraten, die sich als beeindruckende doppelgängerin der herzogin von cambridge erwiesen hat.","the first of the end of rio, this week, the french university of paulineand-pren, who has been the impressive double-ended of the herzogin of the present. is a great deal of the world is.","fans of the rio 2016 olympics this week have gone wild for french cyclist pauline ferrand-prevot, who has proven an impressive lookalike for the duchess of cambridge.",0.0201
"aber die 24-jährige olympionikin ist diesen sommer bei weitem nicht der einzige, um gold kämpfende athlet, der seinen eigenen berühmten doppelgänger aufweist - zumindest nicht, wenn man den sozialen medien glauben schenken darf.","but the 24-year olympic games is far from the only thing to fight against goldden, who has its own famous double workers - at least if we can believe in social media. is a real problem is not a matter of fact. is a lack.",but the 24-year-old olympian is far from the only athlete out fighting for gold this summer that boasts their own celebrity doppelganger - at least not according to social media.,0.128
"zu ehren der olympischen spiele in rio und all die berühmten gesichter, die zur zeit auf unseren bildschirmen flimmern, hat femail eine listen an olympioniken erstellt, die mehr als nur eine gewisse ähnlichkeit mit hollywoodberühmtheiten aufweisen.","the olympic games in rio and all the famous players that have been drawn up at the time of our picture of fl--hail, have drawn up a list of olympic practices, which are more than just a certain similar to the present of the present. is now.","so, in honor of the rio games and all the famous faces crossing our screens at the moment, femail have compiled a list of olympians who bear more than a passing resemblance with hollywood celebs.",0.1016
"der jäger und der wolf: mannschaftsmitglied der us-mannschaft im bogenschießen brady ellison, links, wird seit seiner kindheit mit leonardo dicaprio verglichen","the npt and the wolf: man-wing members of the us team in the bogender-hdyison, left, has been left behind the leonardo-genap. is a","the hunter and the wolf: u.s. mens archery team member brady ellison, left, has been compared to leonardo dicaprio since he was a kid",0.073
"außer kates doppelgängerin auf der radrennbahn wiesen viele leute im internet darauf hin, wie ein gewisser bogenschütze der zwilling von a-promi leonardo dicaprio sein könnte.","furthermore, double workers on the radion of the rail network, many people have said on how a certain degree could benefit from the web of a-bidi leonardoap. is a good is a good thing. is a","aside from kates doppelganger on the cycling track, many people online have been quick to point out how a certain archer could be the twin of a-lister leonardo dicaprio.",0.0429
"das mannschaftsmitglied der us-mannschaft im bogenschießen brady ellison hat einen ansturm auf twitter verursacht, nachdem bilder, auf denen er dem wolf of wall street star unheimlich ähnlich sieht, auftauchten.","the man of the us team in the bogender, has caused a head of a moment of a momentum, after images on which he is in the wolf of wall street stared. is a man is not in a way.",u.s. mens archery team member brady ellison has caused a storm on twitter after images of him looking eerily similar to the wolf of wall street star surfaced.,0.135
"tatsächlich bekam der bogenschütze den wahnsinn in den sozialen medien mit und gab zu, dass er bereits seit seiner kindheit zu hören bekommt, dass er wie leo aussieht.","in fact, the bogen was defended to the disquiet in the social media and to hear that he has been told for his children that he is like the present. is a matter of the european union is not.","and in fact, the archer became aware of the social media frenzy and admitted that he has been hearing that he looks like leo since he was a kid.",0.1327
"ich selbst sehe keine große ähnlichkeit, mit ausnahme der gesichtsbehaarung, teilte brady der huffington post mit.","i myself see no great similarity, with the exception of the denmark, brady huff of the huff-00 postal. is no longer is a great deal of a point. is not a matter of the case.","i personally dont see a huge resemblance, maybe besides the facial hair, brady told huffington post.",0.0079
"er ist ein gutaussehender kerl, also fasse ich das wohl als kompliment auf.","he is a good start, so i am sure that i should be a compliment. is a good is a good good start. is a good thing is a good thing. is a",he is a good-looking dude so i guess its a compliment.,0.0411
