source,prediction,reference,bleu
"das problem, so bratmann: es gibt momentan noch keine einigung zwischen den fraktionen.","the problem, so bratmann: there is still no agreement","the problem, according to bratmann: at the moment, there is no agreement between groups.",0.0524
die cdu möchte investoren möglichst wenige vorschriften machen.,the fact is that the lives of investors would make a few rules as possible,the cdu wants to put as few rules on investors as possible.,0.0351
die linke will noch härte auflagen für investoren.,the left wants to make a tough decision on investors.,the left wants more stringent requirements to be imposed on investors.,0.1244
"ungeachtet dessen, so bratmann, bahne sich eine verschärfung der situation auf dem wohnungsmarkt an.","despite this, the bratmann, a further increase in the","despite that, according to bratman, the situation in terms of the housing market is also hotting up.",0.0139
"wird das handlungskonzept umgesetzt, wird das für zusätzliche aufgaben in der bauverwaltung sorgen.","we are implementing the approach to action, which will ens","if the action plan is implemented, the building authorities will be faced with additional tasks.",0.0152
"es ist unklar, ob wir die fachkräfte bekommen werden.",it is unclear whether we will get the professionals.,it is not clear if we will get the specialist staff.,0.2842
"doch noch steht das programm nicht gänzlich: denn die rund 1260 neuen wohnungen, die sollten ohnehin gebaut werden.","however, the programme is not entirely entirely",but the program is not quite complete: because the approximately 1260 new homes are to be built anyway.,0.0161
"wie aber gleicht man den verlust von weiteren rund 1300 günstigen wohnungen aus, deren förderung in den nächsten jahren auslaufen wird?","how do we have the loss of other new favourable housing, whose support will","but how do you balance out the loss of an additional 1300 low-cost homes (approximately), the grants for which will run out over the next few years?",0.0368
allein bis zum jahr 2020 werden es 500 wohnungen sein.,it will be 500 housing by 2020.,this will come to 500 homes even by 2020.,0.0624
"um das zu verhindern, so die planungspolitische sprecherin nicole palm, sollten jetzt auslaufende bindungen von der stadt angekauft werden.","to prevent this, the planning spokesperson, mrsded, should","to prevent this, according to nicole palm, spokeswoman for planning policy, bonds that are about to mature should be purchased by the municipality.",0.0251
"außerdem müsste darüber nachgedacht werden, wohnungen wieder zurück in die preisbindung zu holen.","furthermore, it should be thought to return to residence back","in addition, thought must be given to putting homes back into a price maintenance scenario.",0.0181
das ist in der weststadt möglich.,this is possible in the west town.,this is possible in the west of the city.,0.608
auf einen schlag ließe sich das problem lösen.,the problem could be resolved.,the problem could be solved in one fell swoop.,0.3005
denn in der weststadt laufen zum jahresende fristen aus.,the west city is currently under time periods.,this is because deadlines expire at the end of the year in the west of the city.,0.0211
rund 1800 wohnungen könnte man dort zurück in die preisbindung für günstige wohnungen holen.,"then, in the case of the price of favourable housing, could be",around 1800 homes could then be moved into the managed price scheme for affordable housing.,0.0188
"nur: das wollen die eigentümer, die wohnungsbaugesellschaften nicht.",only: that does not want to do with housing companies.,"the only problem is that their owners, housing companies, are against it.",0.0205
"denn wird die zahl der sozialwohnungen in der weststadt wieder drastisch erhöht, entfernt man sich vom ziel der sogenannten durchmischung.","the number of social housing in the west city is considerably considerably considerably increased,","this would dramatically increase the amount of affordable housing in the west of the city, taking a step back from the target of blending.",0.0963
eine konzentration von sozialschwachen in nur wenigen stadtteilen soll es nicht mehr geben.,a concentration of social homophobia in only a few city should no,no longer are socially disadvantaged people to be concentrated in a small number of districts.,0.0188
"die grünen rechnen damit, dass es noch bewegung in der diskussion geben wird.",the greens expect there to be a movement in the debate.,the greens think theres still room for manoeuvre in the discussions.,0.0564
fraktionsvorsitzender holger herlitschke meint: für eine breite mehrheit muss die cdu mit ins boot.,"women, mr densen, are saying that a broad",group chairman holger herlitschke thinks that the cdu will have to get into bed with us to reach a decent majority.,0.0065
die habe sich zwar auf mehr bauplätze für einfamilienhäuser konzentriert.,the accounts for a family-makers have concentrated on more than,"however, they have focused on providing more building sites for detached homes.",0.0244
"was aber nicht heißt, dass nicht doch noch ein kompromiss gefunden werden kann.","what does not mean, however, is that there is still a compromise.",but that does not mean that it will be impossible to reach a compromise.,0.0456
"pokmon go, eine jagd nach gesundheit und glück, die sich lohnt","pmonmonmonmon, a hunting of health and luck, which is",pokmon go a worthy hunt for health and happiness,0.0561
"es ist faszinierend zuzusehen, wie sich die welt verändert.",it is fascinating to see how the world is changing.,it is fascinating to see how the world turns.,0.7598
"dass teenager und kind zum spielen nicht mehr nach draußen gehen, sondern es vielmehr bevorzugen, ihre freizeit damit zu verbringen, auf bildschirme zu starren, wurde im letzten jahrzehnt von vielen beklagt.",the fact that the teen and children are not going to go,"that teenagers and children do not get outside to play any more, preferring to spend their free time looking at screens, has been the lament of many for the the past decade.",0.0093
"bei pokemon go geht es darum, leute vom sofa zu holen und aktiver werden zu lassen.",the go-did go is about making people more active and more active,pokemon go is getting people off the couch and into some activity.,0.0453
"die zeit am bildschirm war anfangs auf den fernseher, dann auf videospiele und zuletzt auf smartphones beschränkt.","the time for the screening was initially to the day, then",screen time was initially limited to the television then video games and more recently smartphones.,0.0434
"daher ist es toll zu sehen, dass sich technologie und aktivitäten im freien nicht gegenseitig ausschließen.",it is therefore a little to see that technology and activities do not exclude each,so it is great to see that technology and being active outdoors are not mutually exclusive.,0.2737
"ich beziehe mich dabei selbstverständlich auf den pokmon go-wahn, eine app, die auf den charakteren beruht, die zunächst für die videospiele in den 1990ern erschaffen wurden (später entstanden daraus eine zeichentrickserie, spielkarten und andere spin-offs).",the european parliament has been a statement on the,"i am of course referring to the craze that is pokmon go, an app based on the characters first created for video games in the 1990s (it later spawned a cartoon series, playing cards and other spin offs).",0.0024
"wie viele phänomene der popkultur sank das interesse vor der veröffentlichung des spiels in den usa, australien und neuseeland anfang juli etwas.","as many phenomena of the pop culture, the interest of","like many pop cultural phenomena it had gone off the boil somewhat before this new game was made available in the us, australia and new zealand in early july.",0.0047
"die markteinführung in anderen ländern wurde durch die massive nachfrage verschoben, die die server überlastete.",the production of the other countries has been postponed by massive demand that the,"the launch in other countries was then delayed by the massive response, which overloaded servers.",0.037
innerhalb weniger tage hatte pokmon go mehr benutzer als tinder und fast so viele wie twitter.,"within less days, then, then, then, then","within days, pokmon go had more users than tinder and nearly as many as twitter.",0.0125
"kurz gesagt gehen die spieler mit ihren smartphones nach draußen und suchen nach pokmons, die mit einem gps nachverfolgt werden und, sobald sie einmal gefunden wurden, fotografiert (über einen screenshot auf dem handy) oder gefangen genommen werden können.","the commission has been able to find a solution to the european union,","in a nutshell, players on smartphones go out looking for pokmons, which are tracked with a gps and, once found, can be photographed (via a screenshot on your phone) or captured.",0.0039
"eine generation, die das spiel spielte, als sie noch jünger war, schloss sich dem wahn an und sprang für die suche vom sofa.",a generation that played the game when it was a long time,"a generation who played the game when younger have joined the craze, jumping off the couch for the search.",0.1407
"in den usa führte das spiel zu einem beträchtlichen anstieg an schritten, die die durchschnittliche person jeden tag zurücklegt.","in the united states, the game has been a significant increase in steps","in the us, the game has led to a significant increase in the number of steps taken by the average person each day.",0.1483
"cardiogram, eine app für apple watch, die 35.000 benutzer nachverfolgt, teilte der washington post vor kurzem mit, dass innerhalb von zwei tagen nach markteinführung des spiels, die anzahl der nachverfolgten leute, die jeden tag 30 minuten trainieren, von 45 prozent auf 53 prozent ansprang.",the commission has recently been able to take the floor by the,"cardiogram, an app for the apple watch that tracks 35,000 users, told the washington post recently that within two days of the game launching, the number of people it tracked who did 30 minutes of exercise each day jumped from 45 per cent to 53 per cent.",0.0014
"das unternehmen weiß nicht, wer davon pokmon go spielt - es sieht lediglich die rohdaten zur leistungssteigerung.",the companies do not know who is doing this - it is only the raw,the company does not know who is playing pokmon go - it just sees raw data on exercise levels.,0.161
"viele öffentliche aufklärungskampagnen zur gesundheit, die leute dazu bringen wollen sich 30 minuten zeit zu nehmen, vom sofa zu kommen und jeden tag aktiv zu sein stießen auf taube ohren, weil viele öffentliche botschaften zur gesundheit langweilig sind und von leuten kommen, die elend aussehen.",we are now going to take up 30 minutes of the day and to take,"many public health campaigns to get people to find 30, get off the couch and be active everyday have fallen on deaf ears because most public health messages are boring and delivered by people who look miserable.",0.0046
dennoch kann die bedeutung von sport nicht überbewertet werden.,"however, the importance of sport cannot be oversent.",yet the importance of exercise cannot be understated.,0.1729
"wer regelmäßig sport treibt, reduziert seine chancen, an krebs oder depressionen zu erkranken.","anyone who is paying sports to their opportunities, cancer or depression.",those who exercise regularly reduce their chances of getting cancer or depression.,0.0968
"körperliche betätigung hilft bei der gewichtskontrolle, hohem blutdruck, diabetes und einer langen liste an vorteilen, die zu lange ist, um sie hier anzuführen.","in the light of weight, high-quality pressure, diabetes and a long","activity helps with weight management, high blood pressure, diabetes and a long list of benefits too long to list here.",0.162
"aber das wundervolle an pokmon go ist, dass es die leute dazu bringt, etwas im freien zu tun, dass ihnen spaß macht.",but the very good thing of the go is that people are doing something in,but the beauty of pokmon go is it gets people outside doing something they enjoy.,0.052
"somit werden drei säulen der gesundheit abgedeckt - bewegung, frische luft und sonnenschein sowie spaß.","therefore, three pillars of health are covered - fresh air and sun and","thus you are covering three pillars of health - movement, fresh air and sunshine, and fun.",0.2428
manche leute schließen auf der jagd sogar neue freundschaften.,some people join in the hunting even new friend.,some people are even making new friends on the hunt.,0.0571
"wie immer gibt es auch mürrische spielverderber, die sich immer über etwas beschweren müssen.",there are always a lot of risk that is always a little more difficult.,as usual there are po-faced killjoys looking for something to complain about.,0.0302
"und ja, jemand könnte gegen eine tür laufen.","and yes, someone could go against one door.",and yes somebody might walk into a door.,0.033
"auch wenn smartphone-apps wie fitbit bereits früher unsere aktivität nachverfolgen konnten, gaben sie uns keinen grund, sport zu treiben, wie es dieses spiel tut.",even if the president-gen,"for while smartphone apps like fitbit could previously track our activity, they didnt give us a reason to exercise like this game does.",0
das neue wird seinen reiz verlieren und die verwendung wird mit der zeit nachlassen.,the new will lose its sense and use will,the novelty will wear off and use will subside in due course.,0.0966
"aufgrund von pokemons erfolg wird es jedoch mehr spiele geben, die apps und virtuelle realität mit dem aktivwerden in der realen welt vereinen werden und dabei vielen leuten auf der jagd helfen werden, aktiver, fitter und gesünder zu sein.","however, the success of the world will be more","however because of pokmeons success there will be more games that combine apps and virtual reality with being active in the real world, helping many people on the hunt to be more active, fitter and healthier.",0.0073
lesen sie dr. joes blog auf www.drjoetoday.com,"you read dr joes, on the amend",read dr joes blogs at www.drjoetoday.com,0.0699
simone biles schafft gold im damenturnen,"similarly, gold in the honourable house is a",simone biles nails all-around gold in womens gymnastics,0.0587
simone biles ist auf all das immun.,"similarly, all of this is immunity.",simone biles is immune to all of it.,0.0685
und jetzt endlich auch olympiasiegerin.,"and now, at last, olympiciasgerin.","and now, finally, an olympic champion.",0.093
die 19-jährige amerikanische turnerin erklomm am donnerstag zum mehrkampftitel und vergrößerte die lücke zwischen sich und dem rest der welt vor aller augen unter dem scheinwerferlicht der olympischen spiele.,the 19-year-old turner was the year,"the 19-year-old american gymnast soared to the all-around title on thursday, putting the gap between herself and the rest of the world on full display under the olympic spotlight.",0.0021
"ihr gesamtergebnis von 62,198 lag eindeutig vor der silbermedaillengewinner und final five-mannschaftskameradin aly raisman und der russischen bronzemedaillengewinnerin aliya mustafina.","their overall result of 62,198 was clearly",her total of 62.198 was well clear of silver medalist and final five teammate aly raisman and russian bronze medalist aliya mustafina.,0.0046
"die amerikanerinnen simone biles turnt auf dem schwebebalken während des einzelmehrkampffinales der frauen im kunstturnen bei den olympischen sommerspielen in rio de janeiro 2016, brasilien, donnerstag.",the americans are a turn to the silence,"united states simone biles performs on the balance beam during the artistic gymnastics womens individual all-around final at the 2016 summer olympics in rio de janeiro, brazil, thursday.",0.0027
"biles ist die vierte heterosexuelle amerikanerin, die einen mehrkampftitel gewinnt und insgesamt die fünfte, während sie ihren ruf festigt, die beste ihrer generation oder sogar überhaupt zu sein.","the fourth heterditian americans, which is becoming more",biles became the fourth straight american woman to win the all-around title and fifth overall while cementing her reputation as the best of her generation and perhaps ever.,0.0048
"sie brach in tränen aus, als ihr endergebnis gezeigt wurde und ihre lange reise in diesem moment ein ende fand.",it was closed in the past when it has bee,she burst into tears when her final total was posted and her long journey to this moment ended.,0.0113
"dieser erfolg stellt sie in dieselbe liga wie einzigartige athleten wie michael phelps, die ihre sportarten zu neuen höhen gebracht habe:",this success is in the same league as unique clubs such,the achievement puts her in the same league as once-in-a-generation athletes like michael phelps who have taken their sports to new heights:,0.1291
"biles hat die letzten drei jahre ihre sportart dominiert, 15 weltmeistermedaillen - einschließlich 10 goldmedaillen - mit so erstaunlichen übungen gewonnen, die eine mischung aus ehrgeiz und präzision beinhalten, dass die olympiasiegerin von 1984 mary lou retton von ihr sagte, dass sie die beste turnerin ist, die ich jemals gesehen habe.",i would like to say that the european parliame,"biles has spent the last three years dominating her sport, winning 15 world championship medals - including 10 gold - with routines so astonishing in their mix of ambition and precision that 1984 olympic champion mary lou retton called her the greatest gymnast ive ever seen.",0.0005
"es erwartete sie eine letzte prüfung in brasilien, ein wettbewerb, der nicht so sehr zwischen biles und dem rest der athleten ging, sondern vielmehr zwischen ihr und einer last überdimensionierter erwartungen.","it expected a final examination in brazil, a competition that","one last test awaited in brazil, a contest not so much between biles and the rest of the field but between herself and the burden of oversized expectations.",0.0173
"nicht mit einer handvoll gold zurück zur familie in spring, texas zurückkehren, wäre als enttäuschung angesehen werden.","not with a hand gold to the family in spring,","anything less than heading back to her familys home in spring, texas, with a fistful of golds would be seen as a disappointment.",0.0182
"die amerikanerinnen simone biles, links, und aly raisman umarmen sich, nachdem sie jeweils gold und silber im einzelmehrkampffinale der frauen im kunstturnen bei den olympischen sommerspielen 2016 in rio de janeiro, brasilien, donnerstag, gewonnen haben","the commission has started to the european union, left,","united states simone biles, left, and aly raisman embrace after winning gold and silver respectively for the artistic gymnastics womens individual all-around final at the 2016 summer olympics in rio de janeiro, brazil, thursday, aug.",0.0018
"biles holte die erste medaille am dienstag, während sie auf der abschiedsfeier der sich in ruhestand begehenden mannschaftskoordinatorin martha karolyi als ausrufezeichen diente.","bil rape is the first coin on tuesday, while it",biles earned the first one on tuesday while serving as the exclamation point to retiring national team coordinator martha karolyis going away party.,0.0145
"obwohl biles darauf bestand, während ihres langen wegs auf die spitze, nie die zukunft geplant zu haben, ist das nicht wirklich wahr.","although it was the case, while its long way was","while biles insisted shes never looked ahead during her long run at the top, thats not exactly true.",0.0125
"ein teil ihrer bodenübungen - die ihren typischen tumbling pass enthalten - ist auf lateinamerikanische musik abgestimmt, das zuhause auf der straße außerhalb der olympiaarena in rio passen würde.",a proportion of their soil - which does not contain their,a portion of her floor exercise routine - the one that includes her signature tumbling pass - is set to latin music that would fit right at home in the street right outside the rio olympic arena.,0.0023
"dieses mädchen, das von ihren großeltern als kleines kind adoptiert und von trainerin aimee boormans mutter während eines schulausflugs in die turnhalle entdeckt wurde, in der boorman trainierte, wurde zur kraft.","this girls, which have been discovered by their large",the girl adopted by her grandparents as a toddler and discovered by coach aimee boormans mother during a field trip to the gym where boorman was coaching has become a force.,0.0044
"sie hat seit dem sommer 2013 keinen mehrkampfwettbewerb mehr verloren, eine siegesserie, die so lange anhalten wird, wie es biles wünscht.","it has not lost more competition since the summer 2013,","she hasnt lost an all-around competition since the summer of 2013, a winning streak that should go for as long as biles wants it to.",0.0674
"auch wenn mustafina durch zwei drehungen leicht führte, trügte das bild.",even if a military is not easy by two,"though mustafina took a small lead through two rotations, it was a mirage.",0.0183
schwebebalken und bodenturnen - in denen biles den weltmeistertitel hält - lauerten.,the fact that the land is a waste of dispe,balance beam and floor exercise - where biles is the defending world champion - lay in wait.,0.0125
"sie holte wieder mit 15,433 auf dem schwebebalken wieder auf - und setzte mit einem 15,933 auf dem boden noch einen darauf.","it again again again again, with 15.433",she went back in front with a 15.433 on beam - and capped it with a 15.933 on floor.,0.0078
"raisman umarmte sie sanft als sie ihr endergbnis erwarteten - eine reine formalität - und tränen strömten auf biles glänzend roten, weißen und blauen eyeliner, als die vision, die sie einst in ihrem sammelbuch beschrieb, zur wirklichkeit wurde.","the commission, as you expected, to be a mere","raisman hugged her gently as they awaited the final score - a mere formality - and tears appeared around biles glittery red, white and blue eyeliner when the vision she once wrote in a scrapbook became a reality.",0.0024
"die leistung raismans war eine rache für das letzte mal vor vier jahren, als sie um den dritten platz kämpfte, aber die bronzemedaille in einem tiebrake an mustafina ging.",the achievement of the raism was a,"raismans performance was a bit of revenge from four years ago, when she tied for third but lost the bronze to mustafina on a tiebreaker.",0.0063
"dieses mal hatte die 22-jährige mannschaftskapitänin, die von den amerikanern oma genannt wird, einen vorsprung.",this time the 22-year team of the world s,"this time, the 22-year-old team captain the americans call grandma was well ahead.",0.0217
"nach ihrer bodenübung warf sie dem publikum kusshände zu, überwältigt von einem comeback, das manchmal zweifelhaft erschien.","after their soil, it was too enough to","she blew kisses to the crowd after her floor exercise, overcome by a comeback that at times seemed in doubt.",0.0074
"was biles betrifft, so hat der sich schnell ausbreitende tweet der 19-jährigen von anfang dieser woche eine ganz neue bedeutung:","as far as the euro-mediterranean year is concerned,","as for biles, the 19-year-olds viral tweet from earlier this week now carries a whole new meaning:",0.0107
polizei: 3 opfer in serienmörderfall beim musikhören im auto erschossen,in writing. 3 victims of the music are alarming in,police: 3 victims in serial killer case shot while listening to music in car,0.0376
"laut polizeiberichten, die am donnerstag veröffentlicht wurden, wurden zwei frauen und ein 12-jahre altes mädchen erschossen, die in einem der tödlichsten angriffe seit einem jahrzehnt im ersten serienmörderfall von phoenix umgekommen sind, während sie sich im auto unterhielten und musik hörten.",the european union has been a very old and 12,"two women and a 12-year-old girl who died in the deadliest attack in phoenixs first serial killer case in a decade were sitting in a car talking and listening to music when they were shot, according to police reports released thursday.",0.0013
"angela rochelle liner, stefanie r. ellis and ellis tochter maleah wurden am 12. juni erschossen, während das auto in einer einfahrt geparkt war, sagten die behörden.","angela, the end of the car in a","angela rochelle liner, stefanie r. ellis and ellis daughter maleah were shot on june 12 while the car was parked in a driveway, authorities said.",0.0099
"der täter feuerte acht schüsse aus einer handfeuerwaffe, während er auf der beifahrerseite des autos stand und floh anschließend mit einem anderen fahrzeug, ist im bericht zu lesen.",the perpetrators of eight eight-hulled from a,"the gunman fired as many as eight shots from a handgun while standing on the passenger side of the car then fled in another vehicle, the report states.",0.0044
"die polizei teilte mit, dass der dreifache mord nicht das ergebnis eines raubüberfalles gewesen zu sein scheint, da der angreifer nicht die handtaschen oder die $ 2.900 mitnahm, die sich im besitz einer der erwachsenen opfer befanden.",the police told that the three murder did not appear to,"police say the triple killing doesnt appear to have been the result of a robbery because the attacker didnt take purses or $2,900 in the possession of one of the adult victims.",0.0074
"der polizeisprecher von phoenix sgt. jonathan howard sagte, dass die schießerei die ermittler dazu verleitete, einen näheren blick darauf zu werden, ob sie mit vier vorherigen angriffen verbunden ist.","the police police police of the amix s, and",phoenix police spokesman sgt. jonathan howard said the shooting prompted investigators to look at whether it was tied to four earlier attacks.,0.0067
insgesamt wurden vorwiegend in hispanischen wohngegenden innerhalb von vier monaten in neun angriffen sieben personen getötet und zwei weitere verletzt.,"overall, in its homes, there were four months","in all, seven people have been killed and two others wounded in nine attacks in two predominantly hispanic neighborhoods over a four-month period.",0.0043
"es geschieht in einer wohngegend vor einem haus, teilte howard der khpo, einer tochtergesellschaft von cbs, anfang des monats mit.","it is happening in a home, a house","its occurring within a residential area in front of a home, howard said to cbs affiliate kpho earlier this month.",0.0156
"es wird angenommen, dass der verdächtige mehrere fahrzeuge benutzt hat, einschließlich eines braunen nissans aus den späten 1990ern, einem schwarzen bmw aus den späten 1990ern und einem weißen cadillac oder lincoln.","it is accepted that the suspects have used several vehicles,","the suspect is believed to have used several vehicles, including as a late-1990s brown nissan, a late-1990s black bmw and a white cadillac or lincoln.",0.0649
"die ermittler weigerten sich, die beweise offenzulegen, die sie zu der schlußfolgerung geführt haben, dass die angriffe verknüpft sind und von dem selben mörder begangen wurden.",the endorses the evidence of,investigators have declined to reveal the evidence that led them to conclude the attacks are related and committed by the same killer.,0.0042
"ellis, 33, wurde aufgrund ihrer verletzungen hospitalisiert und verstarb später.","yet, 33, was found in the light of","ellis, 33, was hospitalized for her injuries and later died.",0.0457
"liner, 31, und ellis tochter maleah verstarben noch vor ort.","it is only 31, 31 and the daughter of daughter","liner, 31, and ellis daughter maleah died at the scene.",0.0298
"ein zeuge teilte der polizei mit, dass es für sie nicht ungewöhnlich war, in einem geparkten auto zu sitzen und musik zu hören.",one witnesses the police told that it was not unusual to,a witness told police that it wasnt unusual for them to sit in a parked car listening to music.,0.0254
"die behörden veröffentlichten auch einen polizeibericht über die schießerei, die auf einen leeren pickup-truck eine halbe stunde vor dem dreifachen mord abzielte und von dem ausgegangen wird, dass es das werk des serienmörders war.",the european authorities also published a police force on the bur,authorities also released a police report on a shooting that targeted an unoccupied pickup truck just a half-hour before the triple killing and is believed to have been the work of the serial killer.,0.008
ermittler fanden patronenhülsen und sicherten eine kugel aus dem sitz sowie kugelfragmente aus dem motorraum.,"the end of the day, it was mrsh",investigators found bullet casings and recovered a bullet from a seat and bullet fragments from the engine compartment.,0.008
mutter eines 6-jährigen mit mikrozephalie: es wird besser,then a 6-year-old of micro-,mother of 6-year-old with microcephaly: it gets better,0.0351
"wie die meisten 6-jährigen liebt edmund picciuto das singen, spielzeuge und natürlich seine mutter.",as most of the 6-year-old edist,"like most six-year-olds, edmund picciuto loves singing, toys and, of course, his mother.",0.0151
"aber wie die wenigsten seiner altergenossen hat edmund mikrozephalie, das ergebnis einer genetischen störung, über die seine mutter elizabeth picciuto während ihrer schwangerschaft nichts wusste.","however, as the least of his age-old","but unlike most of his peers, edmund has microcephaly, the result of a genetic disorder his mom elizabeth picciuto didnt know about while pregnant.",0.0068
"als er das erste mal nach hause kam, war mein erster gedanke, ich schaffe das nicht.","when he came home, my first idea was that","when he first came home my initial thought was, i cant do this.",0.0409
darauf habe ich mich nicht eingelassen.,i did not have invited this to be invited.,i didnt sign up for this.,0.024
"was überhaupt nicht stimmt -- natürlich hat man sich darauf eingelassen, sagte sie.","what is not at all true, of course, was","which is not true at all -- of course you sign up for it, she said.",0.0348
"ihrem ehemann vincent und ihr wurde mitgeteilt, dass edmund sie unter umständen nie erkennen wird können und, dass er möglicherweise nicht einmal überleben wird.",your very very serious interest and your informed that edists,"she and her husband, vincent, were told edmund might never recognize them, and that he might not even survive.",0.0102
"manche ärzte gingen sogar so weit, dass sie vorschlugen, ihn zu institutionalisieren.",some doctors even have been so far in the,some doctors went as far as suggesting he be institutionalized.,0.0502
"meine erste antwort darauf war ich wusste nicht, dass das leute noch immer machen, erklärte picciuto.",my first answer was not that i was aware that people,"my first response was i didnt think people did that anymore, picciuto explained.",0.0437
edmund kann mit hilfe einer gehhilfe laufen.,it is possible to go through aid.,edmund walks with the help of a walker.,0
edmund konnte bis zu seinem dritten lebensjahr weder sitzen noch krabbeln und er kann noch immer nicht sprechen.,it was impossible to speak until the third year of life,"edmund didnt sit up or crawl until he was three, and he still doesnt talk.",0.0156
aber er macht langsam fortschritte.,but it is slowly making progress.,but hes slowly meeting some milestones.,0.0485
er kann mit unterstützung laufen und fahrradfahren.,it can be able to support and passengers,"hes walking with help, and riding a bike.",0.0278
"er liebt es auch, mit seinen zwei brüdern zu spielen und zu singen.",it also has to play and divide and to be found,"he also loves playing with his two brothers, and singing.",0.0224
"elizabeth zeigt die zeichensprache, die sich edmund für bitte sing mir etwas vor ausgedacht hat.",eliziz-largen is showing the signs,elizabeth demonstrates the sign language edmund made up for please sing to me.,0.0108
"wir bringen ihm zeichensprache bei, erzählte picciuto cbs news.","we send him a sign of the language, of","were teaching him sign language, picciuto told cbs news.",0.0316
aber es ist keine typische zeichensprache -- sagt sie. edmund hat einige zeichen alleine erfunden.,"but it is not a typical sign language, it says",but its not just typical sign language -- she says edmund has invented some of his own signs.,0.0252
mikrozephalie hat eine vielzahl an ursachen: genetische wie bei edmund sowie infektionen mit viren wie masern oder dem zikavirus während der schwangerschaft.,the enemy of entreprene,"microcephaly can arise from a number of different conditions: genetic ones like edmunds, and infections during pregnancy from viruses like measles and zika.",0.0007
die symptome und prognosen können stark variieren.,the symptoms and forecasts can be very different.,symptoms and prognosis can vary widely.,0.065
"es ist noch zu früh zu sagen, wie es das leben der mit dem zikavirus infizierten beeinflussen wird.",it is too early to say how the life of the,its too early to tell how it will affect the lives of those infected with zika.,0.0732
picciuto erinnert sich an den emotionalen preis einer ungewissen zukunft.,it is also worth pointing out the emotional price of a,picciuto remembers the emotional toll of an uncertain future.,0.0441
"ich fragte ständig, was wird geschehen?",i was constantly asking what will happen?,"i kept saying, whats going to happen?",0.0393
und sie weiß es noch immer nicht wirklich.,and you still do not know it.,and she still doesnt really know.,0.0393
"ich habe schon seit langer zeit nicht mehr nach der prognose gefragt, weil ich nicht erwarte, dass sie mir jemand wirklich sagen kann.",i have not been asked for a long time after,"i actually havent asked for a prognosis in forever, because i dont expect anyone to really be able to tell me.",0.0374
"aber picciuto hat einen hoffnungsvollen ratschlag für mütter von säuglingen mit geburtsschäden, die durch den zikavirus verursacht wurden.","but, however, a strong-minded and more optimistic",but picciuto has hopeful advice for the mothers of babies with birth defects from zika.,0
"sie wissen, dass es für sie besser werden wird.",you know that it will be better for them.,you know it will get better for you.,0.0878
sie werden ihr kind lieben und ihr kind wird sie lieben.,they will be a child and their children will,"you will love your child, and your child will love you.",0.0272
"heftige regenfälle, überschwemmung gibt anlass zu rettungen in louisiana, mississippi","the floods are a source of saving in louisiana,","heavy rain, flooding prompts rescues in louisiana, mississippi",0.0507
"heftige regenfälle und großflächige überschwemmungen in louisiana zwangen den gouverneur dazu, am freitag den notstand auszurufen. es wird den ganzen samstag über mit mehr regenfällen gerechnet.",the most of the frequent accidents,"heavy rain and widespread flooding in louisiana lead the governor to declare a state of emergency on friday, with more rain expected over the state through saturday.",0.0016
"zahlreiche flüsse im südosten louisianas und dem süden des mississippis überfluteten ihre ufer und drohten mit großflächigen überschwemmungen nach extremen regenfällen, berichtete der nationale wetterdienst.",many rivers in south-east louisian and the,"numerous rivers in southeast louisiana and southern mississippi were overflowing their banks and threatening widespread flooding after extreme rainfall, the national weather service reported.",0.0073
"der gouverneur von louisiana john bel edwards teilte mit, dass staatsbeamte im ständigen kontakt mit den örtlichen behörden stehen und hilfe zu den betroffenen gemeinden bereits unterwegs sei.",the governor of louis silva john belrat edas stated,"louisiana gov. john bel edwards said state officials are in constant contact with local officials, and assistance is already on the move to affected parishes.",0.0048
"mike steele, ein sprecher für das office of homeland security and emergency preparedness des gouverneurs, teilte mit, dass sich die anfragen für hochwasserfahrzeuge, boote und sandsäcke mehrten.","mele, a spokesman for the homeland security office and","mike steele, a spokesman for the governors office of homeland security and emergency preparedness, said requests were coming in for high-water vehicles, boats and sandbags.",0.0645
"steele sagte, dass allein die gemeinde tangipahoa zehntausend sandsäcke angefordert hätte.",the most truth said that the local local local local local,steele said tangipahoa parish alone requested tens of thousands of sandbags.,0.0189
ein überschwemmungswarnsystem wird über weite teile im süden louisianas bis samstag eingesetzt.,a floods system is used by large parts of the south,a flood watch remains in effect until saturday across most of south louisiana.,0.0207
"der wetterdienst ließ verlautbaren, dass in diesem gebiet zusätzliche 3 bis 5 zoll an regen fallen könnten.",the weather service has been explained that additional 3 to,the weather service said in a statement that an additional 3 to 5 inches could fall over the area.,0.0742
"im süden alabamas wurde am freitag ein flutfrühwarnsystem eingesetzt, während es im gebiet mobile weiterhin regnete.","in south alab, a flood of late alert system","in south alabama, a flood watch was in effect friday as rain continued in the mobile area.",0.0295
"der fluss comite in der nähe baton rouges und der fluss amite in der nähe denham springs, die sich beide in louisiana befinden, werden aller wahrscheinlichkeit nach über das wochenende rekordpegel erreichen.",the river com in close to sense of se,"the comite river near baton rouge and amite river near denham springs, both in louisiana, were predicted to set record crests over the weekend.",0.0064
"der metereologe alek krautmann sagt, dass beide flüsse viele häuser in den vorortgegenden nahe baton rouge überschwemmen könnten.","the minute, mr kraututmann, says that",forecaster alek krautmann said both rivers could flood many houses in suburban areas near baton rouge.,0
