source,prediction,reference,bleu
der russische präsident vladimir putin hat unerwarteterweise seinen stabschef sergei ivanov entlassen.,the russian president mr putin has left unexpectedly his head of the head of the head of the head of,russian president vladimir putin has unexpectedly dismissed his chief of staff sergei ivanov.,0.0331
ivanov war viele jahre teil des engsten vertrauenskreises von putin.,it was many years of the most close confidence of putin. is a great many of,mr ivanov has been part of mr putins trusted inner circle for many years.,0.0146
der 63-jährige wurde zum sonderbeauftragten für umwelt- und transportangelegenheiten ernannt.,the 63-year-old has been appointed to the special representative for environment,the 63-year-old has now been made a special representative for environmental and transport issues.,0.1241
"in einer stellungnahme des kreml lautet es, dass putin ohne angabe von gründen die entlassung ivanovs von seinen pflichten als vorsitzender der russischen präsidialverwaltung angeordnet habe.","in a position of the kremlin, it is that putin has not issued the absence of reasons of the","a statement from the kremlin said that mr putin had decreed to relieve ivanov of his duties as head of the russian presidential administration, but gave no reason.",0.0183
"anton vaino, der seit 2012 ivanovs stellvertreter war, wurde zu seinem nachfolger ernannt.",it was appointed to his successor since 2012. is a success.,"mr ivanovs deputy since 2012, anton vaino, has been appointed as his successor.",0.0207
"vaino, 44, ist ehemaliger diplomat.","vaino, 44, is a former diplomatic. is a m","mr vaino, 44, is a former diplomat.",0.4463
"1972 in der estnischen hauptstadt tallinn geboren, machte er seinen abschluss am renommierten staatlichen moskauer institut für internationale beziehungen (mgimo) und arbeitete in der botschaft in tokyo.","in the estonian capital of africa, it was born in the past, he was able to conclude its conclusion on the","born in the estonian capital tallinn in 1972, he graduated from the prestigious moscow state institute of international relations (mgimo) and served in the tokyo embassy.",0.1417
"auf der website des kreml heißt es (auf russisch), dass er später protokollchef und stabsleiter des regierungspersonals war.","at the kremlin website, it says that it was the russian-russia summit that he was the minutes and the govern","later he managed presidential protocol and government staff, the kremlin website says (in russian).",0.0256
über seine ernennung sagte er zu putin:danke für ihr vertrauen.,in writing. he said to putin: thank you for your confidence.,"on being appointed, he told mr putin: thank you for your trust.",0.3353
"ich denke, dass es die wichtigste aufgabe der regierung ist, ihre tätigkeit als staatschef bezüglich gesetzesentwürfen und kontrollen zur umsetzung ihrer anweisungen zu unterstützen.",i think it is the most important task of the government to support its activities as a head of state on,i think the administrations most important task is to support your activity as head of state in terms of drafting laws and control over how your instructions are implemented.,0.071
"putin teilte dem russischen tv sender am freitag mit, dass ivanov darum gebeten habe, seinen posten zu verlassen und vaino als seinen nachfolger empfohlen habe.",putin told russian tv sender on friday that there was a request to leave his posts and recomme,"mr putin told a russian tv station on friday that mr ivanov had asked to leave the post, and recommended that mr vaino should replace him.",0.0596
dieser schritt hat moskau geheimnisumwoben gemacht.,this step has been taken to moscow secret. is a matter,this is a move that has mystified moscow.,0.0474
"sergei ivanov war lange zeit einer der engsten vertrauten vladimir putins und arbeitet wie er für den sowjetischen geheimdienst, dem kgb.","ourgei, mr president, was a long time of a very familiar familiar old putin and is working","sergei ivanov has long been one of vladimir putins closest allies and, like him, served in the soviet security service, the kgb.",0.0102
als stabschef war er einer der mächtigsten männer der landes.,"as a head of head of head, he was one of the most powerful men of the country.",as chief of staff he was one of the most powerful men in the country.,0.445
"bei einem treffen mit präsident putin, das im fernsehen ausgestrahlt wurde, behaupteten beide männer, dass der stabschef auf eigenen wunsch zurücktritt.","at a meeting with president putin, which was held in television, both men said that the head of",in a meeting with president putin shown on state television both men claimed that the chief of staff was stepping down at his own request.,0.1363
"aber trotz des lächelns für die kameras, sind hier nur wenige davon überzeugt - vor allem jetzt, kurz vor den parlamentswahlen.","but despite the brain in the field of the mountain, there are only a few of them, especially now, in","but despite the smiles for the cameras, few here are convinced - especially now, just before parliamentary elections.",0.0674
liegt hier also die folge einer art machtkampf vor?,is this the consequences of a kind of power battle?,so is this the fall-out from some kind of power struggle?,0.159
"aber die offizielle behauptung - dass ein mann, der einst als potenzieller präsident angepriesen wurde, auf einmal die russische umweltpolitik leiten möchte - stieß auf große skepsis.",but the official claim - that a man who was then president,"but the official claim - that a man once touted as a potential president, suddenly wanted to run russias environmental policy - has been met with great scepticism.",0.1616
"in seinen bemerkungen an putin, die auf der website des kreml zitiert werden, sagte ivanov es ist wahr, dass ich sie anfang 2012 in einem gespräch gebeten habe, mir diesen sehr komplizierten posten - man könnte beinahe sagen - beschwerlichen posten vier jahre lang anzuvertrauen.",i would like to say that i have heard the presidency of,"in remarks to mr putin, quoted on the kremlin website, mr ivanov said its true that in early 2012 i asked you, in a conversation, to entrust me with this very complicated post, even - you could say - troublesome post, for four years.",0.0018
"wie es sich herausstellt, bin ich seit vier jahren und acht monaten vorsitzender der russischen präsidialverwaltung.","as it is, i have been in the president of the","well, it turns out that ive been presidential chief of staff for four years and eight months.",0.0144
ivanov nahm den posten im dezember 2011 an.,it was the case in december 2011.,mr ivanov took up the post in december 2011.,0.132
zuvor war er stellvertretender ministerpräsident und verteidigungsminister.,he was deputy prime minister and defence minister.,he served previously as a deputy prime minister and defence minister.,0.486
er ist mitglied des russischen sicherheitsrates und wie putin ehemaliges mitglied des staatssicherheitsdienstes kgb.,"it is a member of the russian security council and like putin, a member","he is a member of the russian security council and a former member of the kgb state security service, like mr putin.",0.3615
"in den späten 1990er jahren, als putin vorsitzender des bundessicherheitsdienstes (fsb) war, der den kgb ersetzte, wurde ivanov zu seinem stellvertreter ernannt.","in the late 1990s, as president of the service of the","in the late 1990s, when mr putin was head of the federal security service (fsb), which replaced the kgb, mr ivanov was appointed as his deputy.",0.079
"als putin an die macht gelangte nannte er ivanov als einen von fünf leuten, denen er am meisten vertraute.","when he was presented to the power, he was pres","when mr putin came to power, he named mr ivanov as one of the five people he trusted most.",0.0239
"einst wurde angenommen, dass ivanov nach putins zweiter amtszeit präsident von russland werden könnte, da eine dritte amtszeit putins gegen die verfassung verstoßen hätte.","a service was accepted that, after putins office, mr president of","it was once thought that mr ivanov might become president of russia after mr putins second term, as a third term for mr putin would have been unconstitutional.",0.0116
"aber dieser posten wurde von einem weiteren, nahestehenden verbündeten putins eingenommen, dmitry medvedev.","but this heading was taken by another, most recent allies, mr","but that post was taken by another close putin ally, dmitry medvedev.",0.0915
"putin wurde ministerpräsident, bevor er dreieinhalb jahre später wieder zum präsidenten wurde.",putin was the prime minister before he was a half years later on to,"mr putin became prime minister, before returning to the presidency just three-and-a-half years later.",0.0224
"criminal minds star thomas gibson gefeuert, nachdem er produzenten schlug",aval thomasson has been cut back after it proposed producers,criminal minds star thomas gibson sacked after hitting producer,0.0211
gibson war letzten monat an einer körperliche auseinandersetzung am set der serie in los angeles beteiligt.,gibson last month was involved in a physical dispute on the set of,gibson was involved in a physical altercation on the set of the show in los angeles last month.,0.3467
"abc studios und cbs television studios, die die serie produzieren, verkündeten in einer gemeinsamen stellungnahme seine kündigung.","abc, cbs television, which produce a series of produce, stated","abc studios and cbs television studios, which produce the series, announced his dismissal in a joint statement.",0.0264
"gibson, der den special agent aaron hotchner spielte, entschuldigte sich am donnerstag vor der bekanntmachung seiner kündigung öffentlich.","gibson, which played the special agent of the hotgotgot","gibson, who played special agent aaron hotchner, issued an apology on thursday before his termination was announced.",0.0248
am set kam es zu künstlerischen differenzen und einer meinungsverschiedenheit.,the term was a distinction between artistic differences and,there were creative differences on the set and a disagreement.,0.0303
"ich bereue den vorfall, sagte er in einer mitteilung.",i have the incident that he said in a communication.,"i regret that it occurred, he said in a statement.",0.2907
"einzelheiten dazu, wie der charakter gibsons aus der serie, die einem team von fbi agenten folgt, herausgeschrieben wird, werden laut der stellungnahme der abc studios und cbs television studios voraussichtlich zu einem späteren zeitpunkt veröffentlicht.",the fact that the nature of the group of the european peoples party (christian,"details on how gibsons character will be written out of the show, which follows a team of fbi agents, is expected to come at a later date, according to the abc studios and cbs television studios statement.",0.0069
"der 54-jährige, der zuvor in der sitcom dharma & greg spielte, war seit der ersten staffel der serie im jahr 2005 mit dabei.","the 54-year-old, which was previously held in the sitcom","the 54-year-old, who previously starred on the sitcom dharma & greg, had been on the show since its first season in 2005.",0.0187
"ich liebe criminal minds und habe die letzten zwölf jahre mein ganzes herzblut hineingesteckt, sagte gibson in einer am freitag veröffentlichten mitteilung.",i have been a friendly friendly and i,"i love criminal minds and have put my heart and soul into it for the last twelve years, gibson said in a statement released on friday.",0.0041
"ich hatte gehofft bis zum ende dabei zu sein, aber das wird jetzt nicht mehr möglich sein.","i had hoped to be up to the end, but that will not","i had hoped to see it through to the end, but that wont be possible now.",0.3949
"ich würde mich einfach gerne bei den autoren, produzenten, schauspielern, unserer wundervollen crew und vor allem den besten fans, die man sich für eine serie nur wünschen kann, bedanken.","i would simply like to thank the authors, producers, the people, our","i would just like to say thank you to the writers, producers, actors, our amazing crew, and, most importantly, the best fans that a show could ever hope to have.",0.0139
die geplante ausstrahlung der zwölften staffel ist auf den 28. september angesetzt.,the planned financial allocation of the amendment of the ame,the show is slated to return for its twelfth season on 28 september.,0.0156
"rätsel um fische, die in garten in banff landeten",the fish that are in the uk in bananas,mystery as fish land in banff garden,0.0285
"ein einwohner von banff forderte bei der identifizierung der fische hilfe an, der in seinem garten in banff auftauchte.","a inhabitants of bananas called for the identification of fish, which is",a banff man has appealed for help in identifying fish that have appeared in his garden in banff.,0.0123
"kevin bain denkt, dass es sich bei den 75 fischen um sandaale handeln könnte, die von einem springbrunnen ausgespien wurden.","kenvin, the view that 75 fish could act by sandaal",kevin bain thinks the 75 fish could be sand eels deposited by a waterspout.,0.0796
"herr bain, der ca. 500 meter vom meer lebt, veröffentlichte auf periscope ein video des spektakels in der hoffnung, dass jemand etwas licht auf das erscheinen der zwei zoll langen fische werfen könnte.","mr president, mr president, who lives around 500 metres","mr bain, who lives about 500m from the sea, posted footage of the spectacle on periscope in the hope someone could shed light on the appearance of the two-inch fish.",0.0054
queensferry crossing: brücke nun mit fife verbunden,it is now a bridge: bridge is being linked,queensferry crossing: bridge now connected to fife,0.0285
"das £ 1,35 mrd. teure projekt soll bis mai 2017 fertiggestellt werden","the 1.35 billion is to be completed until may, until may,",the £1.35bn project is now due to be complete by may 2017,0.0433
"ingenieure haben das norddeck des queensferry crossings mit dem viadukt verbunden - was bedeutet, dass die brücke jetzt mit fife verbunden ist.","the north of the queensry moreover, with the vi, has",engineers have joined the queensferry crossings north deck and viaduct - meaning the bridge is now connected to fife.,0.0113
"es ist das erste von vier verschließungen der deckgebläse, die sich der fertigstellung um jeden der drei türme der brücke nähern.","it is the first of four subsequently of the accounting,","it is the first of four closures between the deck fans, which are now nearing completion around each of the bridges three towers.",0.1585
der brückenabschnitt von fife ist jetzt 600 meter lang und wiegt 30.000 tonnen.,the bridge of f is now 600 metres and how 30 000 tonnes are.,"the bridge section from fife is now 600 metres long and weighs 30,000 tonnes.",0.2197
er verfügt über 10.000 tonnen stahl und 20.000 tonnen beton sowie 46 schrägseile.,he has 10 000 tonnes of steel and 20 000 tonnes of money and 46,"it has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay-cables.",0.2289
"das £ 1,35 mrd. teure projekt soll bis mai 2017 fertiggestellt werden.","the 1.35 billion is to be completed until may, until may,",the £1.35bn project is now due to be complete by may 2017.,0.0433
"wirtschaftsminister keith brown stattete der baustelle heute einen besuch ab und war einer der ersten, die vom land auf die brücke gingen.","the economic minister of the south-east of the south-east, has",economy secretary keith brown visited the site today and was among the first to walk from the land on to the bridge.,0.0084
er sagte: das ist ein historischer und symbolischer moment beim bau des queensferry crossings.,he said that this is a historic and symbolic moment when building,he said: this is a historic and symbolic moment in the building of the queensferry crossing.,0.3934
"wir sind alle zeugen einer ingenieurskunst von einem wahrlich epischen maße bei diesem projekt mit über 30.000 tonnen beton und stahl, die alleine für diesen teil der brücke verwendet wurden.","we all see a european parliament s own-minded, with","were all witnessing engineering on a truly epic scale on this project, with over 30,000 tonnes of concrete and steel used just to build this part of the bridge.",0.0034
"trotz der massiven größe und gewichts des brücke, ist die fertigstellung des verschlusses zwischen dem viadukt und dem brückendeck eine heikle tätigkeit, die extrem präzise toleranzen für die passung erfordern.","despite the massive size and weight of the bridge, the completion of",despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up.,0.1532
"insgesamt sind fast 79 % der gesamten brückendecks an ihrem platz und der letzte abschnitt des decks bekommt heute in rosyth einen betonguss für das deck, was bedeutet, dass das gesamte deck bereit ist, auf der brücke an seinen platz gehoben zu werden.","overall, almost 79% of the whole bridge will be at their place","overall, nearly 79% of the total bridge deck is now in place, the final section of deck is having its concrete deck cast in rosyth today, meaning all the deck is ready to be lifted into place on the bridge.",0.0101
"michael martin, projektleiter von forth crossing bridge constructors sagte: der erste verschluss stellt bei jedem brückenprojekt einen erheblichen meilenstein dar.","i am am amendment martin, the project of forth crossing","michael martin, forth crossing bridge constructors project director said: the first closure on any bridge project is always a significant milestone.",0.0187
bei diesem fantastischen projekt stellt der verschluss zukunftsweisenden hoch- und tiefbau dar.,this fantastic project is the very good future-based and deep-quality production,"on this fantastic project, this closure represents leading edge civil engineering.",0.0399
"nach der installation des letzten straßendeckabschnitts und dessen verbindung mit dem im ausbau befindlichen nordturmdeck, mussten wir sodann die noch bestehende lücke auf der nord- oder landseite schließen.","after the installation of the last road, and its link with the north-","after installing the last road deck section and connecting it to the expanding north tower road deck, we then had to close the remaining gap on the north - or landward - side.",0.0093
dies wurde durch ziehen der nördlichen zubringerbrücke 700 millimeter südlich erreicht.,this was achieved by the northern provider at the end of 700 millvis,this was done by pulling the northern approach viaduct 700 millimetres southwards.,0.0514
dies war eine massive und gleichzeitig sehr heikle tätigkeit.,this was a massive and very sensitive activity.,"this was a massive and, at the same time, very delicate operation.",0.2217
"massiv, da das viadukt 222 meter lang ist, ca. 6.000 tonnen wiegt und bei einer steigung von ca. 3 % nach oben gezogen werden musste.","it is a few 6000 tonnes, since the vi is 222 metres","massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",0.0383
"heikel, da die toleranzen, auf die das team hinarbeitet, winzig waren - auf jeder seite betrugen sie nur einige millimeter.","the sensitive, since the tolerant bodies working on the team were a",delicate because the tolerances the team were working to were tiny - just a few millimetres either way.,0.0608
glücklicherweise verlief alles sehr gut.,"fortunately, everything was very good.","happily, it all went very well.",0.044
rettung in der moelfre bay: drei männer haben glück noch am leben zu sein,in the moteen bay: three men still have luck to live,moelfre bay rescue: three men are lucky to be alive,0.0441
"drei männer haben glück noch am leben zu sein, nachdem sie von ihrem fischerboot vor anglesey geworfen wurden.",three men have been able to live in the lives after they were,three men are lucky to be alive after they were thrown from their fishing boat off anglesey.,0.0744
"die moelfre rnli rettungsstation schlug am freitag um 13:20 bst alarm, nachdem eine crew das ereignis in moelfre bay beobachtete.",the more rnli rescue stations proposed on friday by 13:20,moelfre rnli lifeboat station raised the alarm at 13:20 bst on friday after a crew saw the incident unfold in moelfre bay.,0.0169
"die drei männer hatten schwierigkeiten sich in sicherheit zu schwimmen, während sich ihr boot aus eigener kraft weiterbewegte.","the three men had difficulty in security, while their boat is going to",the three men struggled to swim to safety while their boat continued under its own power.,0.1067
"wir sahen, wie sich das boot in ihrer nähe um sich drehte und stellten uns das schlimmste vor, sagte der leiter der rettungsstation von moelfre vince jones.",we saw how the boat was in its near future and the worst said that,"we saw their boat circling close to them and imagined the worst, said moelfre lifeboat helm vince jones.",0.0301
"glücklicherweise haben die starken winde das boot bereits außer ihrer reichweite geweht, bis wir zu wasser ließen, fügte er hinzu.","fortunately, the strong win has already been the boat of its scope","fortunately, by the time we had launched, the strong winds had blown it clear of them, he added.",0.0275
"zwei der männer wurden von einem örtlichen fischerboot gerettet, während der dritte mann im alter von 60 erschöpft und an einer boje hängend ohne rettungsweste aufgefunden wurde.","two men were saved by local fishermen, while the third man","two of the men were rescued by a local fishing boat, while the third man, aged 60, was found exhausted and clinging to a buoy without a lifejacket.",0.0281
sie kamen alle an bord des küstenrettungsboots und wurden zurück zur rettungsstation gebracht,they were all on board the coastal-boots and have been returned,they were all taken on board the inshore lifeboat and brought back to the lifeboat station,0.1035
"herr jones sagte: die drei männer, die ins wasser geworfen wurden, haben glück unverletzt und noch am leben zu sein.","mr president, mr president, the three men who",mr jones said: the three men thrown in the water are lucky to be alive and completely uninjured.,0.0423
"der bootmotor verfügte zwar über eine notstoppleine, diese löste sich allerdings beim kentern des boots von der person los, die das boot steuerte.","the boat has been a few, but it was a man who was",the boats engine had an emergency kill cord but it had somehow come detached from the person driving the boat when it capsized.,0.0215
jemand hat heute über diese männer gewacht.,someone has today over these men.,someone was watching over these guys today.,0.0809
schwer verletzt - mann sticht auf seine ex-freundin ein,"it is a serious violation of the day, on his ex---",seriously injured - man stabs his ex-girlfriend,0.0189
ein mann hat seine ex-freundin in hamburg-harburg mit einem messer angegriffen und schwer verletzt.,one man has taken up his ex-harburg in advance and serious,"a man has attacked his ex-girlfriend with a knife in hamburgs harburg district, and seriously injured her.",0.0291
"wie die polizei gestern mitteilte, hatte der 50-jährige den schlüssel zur wohnung bekommen, um seine persönlichen dinge zu holen.","as the police, yesterday, the 50-year-old have had the","as the police reported yesterday, the 50-year-old had got the key to the apartment so he could collect his personal belongings.",0.0428
stattdessen zerschnitt der alkoholisierte täter die kleidung seiner ex-freundin.,"instead, the slaughter of alcohol-related perpetrators is the cold of his","instead, the drunk attacker sliced up his ex-girlfriends clothes.",0.0441
"als diese in die wohnung kam, stach er zweimal auf sie ein.","when they were in housing, he was a barden to them","when she came home, he stabbed her twice.",0.0224
die 44-jährige wurde an der hand und am körper verletzt.,the 44-year-old has been violated on the hand and the,the 44-year-old suffered injuries to her hand and body.,0.0631
die polizei konnte den täter festnehmen.,the police have been able to establish the perpetrators.,the police managed to arrest the perpetrator.,0.0603
"während der 50-jährige die kleidung seiner ex-freundin zerstörte, rief er seine mutter an.","during the 50-year-old, he called his mother.","while the 50-year-old man was destroying his ex-girlfriends clothing, he called his mother.",0.1845
diese alarmierte daraufhin dessen schwester.,this alarming was then then of the world.,she then called his sister.,0.0278
gemeinsam mit ihrem lebensgefährten wollte die 45-jährige ihren bruder beruhigen.,"together with their lives, the 45-year-old wanted to reassure",the 45-year-old and her partner wanted to calm down her brother.,0.0574
"sie konnte ihn aber nicht dazu bewegen, die wohnung zu verlassen.",it was not possible to leave housing.,"however, she couldnt get him to leave the apartment.",0.0525
darum ging sie mit ihrem lebensgefährten aus dem haus.,that is why it was the case with her lives from the house.,"consequently, she set off from home with her partner.",0.0364
auf der straße trafen sie die ex-lebensgefährtin des mannes an.,"on the road, they were the exlelendous man.",they met the mans ex-partner in the street.,0.0366
"als die beiden frauen die wohnung erneut betraten, schubste der 50-jährige seine schwester zur seite und griff seine ex-freundin an.","when both women are once again displeaseless, the","as the two women entered the apartment, the 50-year-old pushed his sister to one side, and attacked his ex-girlfriend.",0.0084
wer baut braunschweigs günstige wohnungen?,who is building up a favourable housing?,who is going to build braunschweigs low-cost housing?,0.067
die spd und grüne meinen: investoren sollen künftig viel stärker in die pflicht genommen werden.,"the amendment and green, is that investors should be",the spd and the greens think that investors should step up to the plate much more in the future.,0.0444
"wie reagiert man auf die schlechte nachricht, dass braunschweig in den nächsten jahren fast 1300 günstige wohnungen verlieren wird?",how is the bad news that the year years will lose almost favourable housing?,how to react to the bad news that braunschweig will lose almost 1300 low-cost homes over the next few years?,0.1784
die spd schlägt zur nächsten ratssitzung ein handlungskonzept wohnen vor.,the president-in-office is proposing a approach to the next,"at the next council meeting, the spd is going to put forward an action plan for homes.",0.0262
in erster linie geht es um die frage: wer soll die günstigen wohnungen eigentlich bauen?,"firstly, the question is: who is to build the favourable housing?","firstly, there is the question of who is actually going to build the low-cost homes?",0.0986
"spd-fraktionsvorsitzender christoph bratmann meint: wir sind uns mit den grünen einig: wer auf städtischen flächen bauen will, muss künftig 20 prozent aller wohnungen als sozialwohnungen ausweisen.","spd-wwwomen, mr bratmann, thinks","spd group chairman, christoph bratmann, says: we agree with the greens: if you want to build on municipal land, you will have to designate 20 percent of all homes as social housing in the future.",0.0
die günstigen wohnungen können allerdings auch im bestand entstehen.,"the favourable housing can, however, be able to face up to the conve",the low-cost homes could also be older homes that are renovated.,0.0185
"der große streitpunkt im rathaus sei jedoch, so bratmann: wie geht man mit investoren um, die auf privaten flächen bauen wollen?","however, the great dispute in the field of the house is so br","however, the main issue for the council, according to bratmann: how do we handle investors who want to build on private ground?",0.0182
"wir wollen, dass investoren auf solchen flächen mindestens 10 prozent, aber möglichst 20 prozent der wohnungen als sozialwohnungen bauen.","we want investors to build at least 10 per cent, but as possible","we want investors building on those spaces to keep at least 10 percent, but if possible, 20 percent, of homes as social housing.",0.0663
"ein neues städtisches wohnungsbau-förderprogramm, das millionen kosten wird und noch finanziert werden muss, soll für anreize sorgen.","a new urban housing programme, which will cost millions and must be financed,","a new municipal programme to promote the construction of homes, which will cost millions, and which still needs to be financed, will trigger concerns.",0.0501
"das problem, so bratmann: es gibt momentan noch keine einigung zwischen den fraktionen.","the problem, so bratmann: there is still no agreement","the problem, according to bratmann: at the moment, there is no agreement between groups.",0.0524
die cdu möchte investoren möglichst wenige vorschriften machen.,the fact is that the lives of investors would make a few rules as possible,the cdu wants to put as few rules on investors as possible.,0.0351
die linke will noch härte auflagen für investoren.,the left wants to make a tough decision on investors.,the left wants more stringent requirements to be imposed on investors.,0.1244
"ungeachtet dessen, so bratmann, bahne sich eine verschärfung der situation auf dem wohnungsmarkt an.","despite this, the bratmann, a further increase in the","despite that, according to bratman, the situation in terms of the housing market is also hotting up.",0.0139
"wird das handlungskonzept umgesetzt, wird das für zusätzliche aufgaben in der bauverwaltung sorgen.","we are implementing the approach to action, which will ens","if the action plan is implemented, the building authorities will be faced with additional tasks.",0.0152
"es ist unklar, ob wir die fachkräfte bekommen werden.",it is unclear whether we will get the professionals.,it is not clear if we will get the specialist staff.,0.2842
"doch noch steht das programm nicht gänzlich: denn die rund 1260 neuen wohnungen, die sollten ohnehin gebaut werden.","however, the programme is not entirely entirely",but the program is not quite complete: because the approximately 1260 new homes are to be built anyway.,0.0161
"wie aber gleicht man den verlust von weiteren rund 1300 günstigen wohnungen aus, deren förderung in den nächsten jahren auslaufen wird?","how do we have the loss of other new favourable housing, whose support will","but how do you balance out the loss of an additional 1300 low-cost homes (approximately), the grants for which will run out over the next few years?",0.0368
allein bis zum jahr 2020 werden es 500 wohnungen sein.,it will be 500 housing by 2020.,this will come to 500 homes even by 2020.,0.0624
"um das zu verhindern, so die planungspolitische sprecherin nicole palm, sollten jetzt auslaufende bindungen von der stadt angekauft werden.","to prevent this, the planning spokesperson, mrsded, should","to prevent this, according to nicole palm, spokeswoman for planning policy, bonds that are about to mature should be purchased by the municipality.",0.0251
"außerdem müsste darüber nachgedacht werden, wohnungen wieder zurück in die preisbindung zu holen.","furthermore, it should be thought to return to residence back","in addition, thought must be given to putting homes back into a price maintenance scenario.",0.0181
das ist in der weststadt möglich.,this is possible in the west town.,this is possible in the west of the city.,0.608
auf einen schlag ließe sich das problem lösen.,the problem could be resolved.,the problem could be solved in one fell swoop.,0.3005
denn in der weststadt laufen zum jahresende fristen aus.,the west city is currently under time periods.,this is because deadlines expire at the end of the year in the west of the city.,0.0211
rund 1800 wohnungen könnte man dort zurück in die preisbindung für günstige wohnungen holen.,"then, in the case of the price of favourable housing, could be",around 1800 homes could then be moved into the managed price scheme for affordable housing.,0.0188
"nur: das wollen die eigentümer, die wohnungsbaugesellschaften nicht.",only: that does not want to do with housing companies.,"the only problem is that their owners, housing companies, are against it.",0.0205
"denn wird die zahl der sozialwohnungen in der weststadt wieder drastisch erhöht, entfernt man sich vom ziel der sogenannten durchmischung.","the number of social housing in the west city is considerably considerably considerably increased,","this would dramatically increase the amount of affordable housing in the west of the city, taking a step back from the target of blending.",0.0963
eine konzentration von sozialschwachen in nur wenigen stadtteilen soll es nicht mehr geben.,a concentration of social homophobia in only a few city should no,no longer are socially disadvantaged people to be concentrated in a small number of districts.,0.0188
"die grünen rechnen damit, dass es noch bewegung in der diskussion geben wird.",the greens expect there to be a movement in the debate.,the greens think theres still room for manoeuvre in the discussions.,0.0564
fraktionsvorsitzender holger herlitschke meint: für eine breite mehrheit muss die cdu mit ins boot.,"women, mr densen, are saying that a broad",group chairman holger herlitschke thinks that the cdu will have to get into bed with us to reach a decent majority.,0.0065
die habe sich zwar auf mehr bauplätze für einfamilienhäuser konzentriert.,the accounts for a family-makers have concentrated on more than,"however, they have focused on providing more building sites for detached homes.",0.0244
"was aber nicht heißt, dass nicht doch noch ein kompromiss gefunden werden kann.","what does not mean, however, is that there is still a compromise.",but that does not mean that it will be impossible to reach a compromise.,0.0456
"pokmon go, eine jagd nach gesundheit und glück, die sich lohnt","pmonmonmonmon, a hunting of health and luck, which is",pokmon go a worthy hunt for health and happiness,0.0561
"es ist faszinierend zuzusehen, wie sich die welt verändert.",it is fascinating to see how the world is changing.,it is fascinating to see how the world turns.,0.7598
"dass teenager und kind zum spielen nicht mehr nach draußen gehen, sondern es vielmehr bevorzugen, ihre freizeit damit zu verbringen, auf bildschirme zu starren, wurde im letzten jahrzehnt von vielen beklagt.",the fact that the teen and children are not going to go,"that teenagers and children do not get outside to play any more, preferring to spend their free time looking at screens, has been the lament of many for the the past decade.",0.0093
"bei pokemon go geht es darum, leute vom sofa zu holen und aktiver werden zu lassen.",the go-did go is about making people more active and more active,pokemon go is getting people off the couch and into some activity.,0.0453
"die zeit am bildschirm war anfangs auf den fernseher, dann auf videospiele und zuletzt auf smartphones beschränkt.","the time for the screening was initially to the day, then",screen time was initially limited to the television then video games and more recently smartphones.,0.0434
"daher ist es toll zu sehen, dass sich technologie und aktivitäten im freien nicht gegenseitig ausschließen.",it is therefore a little to see that technology and activities do not exclude each,so it is great to see that technology and being active outdoors are not mutually exclusive.,0.2737
"ich beziehe mich dabei selbstverständlich auf den pokmon go-wahn, eine app, die auf den charakteren beruht, die zunächst für die videospiele in den 1990ern erschaffen wurden (später entstanden daraus eine zeichentrickserie, spielkarten und andere spin-offs).",the european parliament has been a statement on the,"i am of course referring to the craze that is pokmon go, an app based on the characters first created for video games in the 1990s (it later spawned a cartoon series, playing cards and other spin offs).",0.0024
"wie viele phänomene der popkultur sank das interesse vor der veröffentlichung des spiels in den usa, australien und neuseeland anfang juli etwas.","as many phenomena of the pop culture, the interest of","like many pop cultural phenomena it had gone off the boil somewhat before this new game was made available in the us, australia and new zealand in early july.",0.0047
"die markteinführung in anderen ländern wurde durch die massive nachfrage verschoben, die die server überlastete.",the production of the other countries has been postponed by massive demand that the,"the launch in other countries was then delayed by the massive response, which overloaded servers.",0.037
innerhalb weniger tage hatte pokmon go mehr benutzer als tinder und fast so viele wie twitter.,"within less days, then, then, then, then","within days, pokmon go had more users than tinder and nearly as many as twitter.",0.0125
"kurz gesagt gehen die spieler mit ihren smartphones nach draußen und suchen nach pokmons, die mit einem gps nachverfolgt werden und, sobald sie einmal gefunden wurden, fotografiert (über einen screenshot auf dem handy) oder gefangen genommen werden können.","the commission has been able to find a solution to the european union,","in a nutshell, players on smartphones go out looking for pokmons, which are tracked with a gps and, once found, can be photographed (via a screenshot on your phone) or captured.",0.0039
"eine generation, die das spiel spielte, als sie noch jünger war, schloss sich dem wahn an und sprang für die suche vom sofa.",a generation that played the game when it was a long time,"a generation who played the game when younger have joined the craze, jumping off the couch for the search.",0.1407
"in den usa führte das spiel zu einem beträchtlichen anstieg an schritten, die die durchschnittliche person jeden tag zurücklegt.","in the united states, the game has been a significant increase in steps","in the us, the game has led to a significant increase in the number of steps taken by the average person each day.",0.1483
